True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
academicgown vs oscilloscope,,,,t=5.95 p=0.00e+00 q=0.00e+00 d=0.56,,,t=3.78 p=2.00e-04 q=9.00e-04 d=0.41,t=-5.31 p=0.00e+00 q=0.00e+00 d=0.52,,t=6.37 p=0.00e+00 q=0.00e+00 d=0.63,t=8.10 p=0.00e+00 q=0.00e+00 d=0.97,t=-3.68 p=3.00e-04 q=1.30e-03 d=0.45
academicgown vs suit,,,,t=5.56 p=0.00e+00 q=0.00e+00 d=0.52,t=2.62 p=9.60e-03 q=2.45e-02 d=0.22,,t=4.58 p=0.00e+00 q=1.00e-04 d=0.43,,,t=6.15 p=0.00e+00 q=0.00e+00 d=0.56,t=8.97 p=0.00e+00 q=0.00e+00 d=0.86,t=-10.94 p=0.00e+00 q=0.00e+00 d=0.87
academicgown vs notePC,,,,t=5.95 p=0.00e+00 q=0.00e+00 d=0.58,,,,,,t=6.45 p=0.00e+00 q=0.00e+00 d=0.66,t=2.81 p=5.60e-03 q=1.54e-02 d=0.27,t=-7.77 p=0.00e+00 q=0.00e+00 d=0.69
academicgown vs sunscreen,,,,t=5.22 p=0.00e+00 q=0.00e+00 d=0.53,t=2.69 p=8.00e-03 q=2.09e-02 d=0.31,,,,,t=2.85 p=5.00e-03 q=1.39e-02 d=0.28,t=7.74 p=0.00e+00 q=0.00e+00 d=0.83,
academicgown vs wig,,,,,,,t=2.67 p=8.30e-03 q=2.16e-02 d=0.26,t=7.62 p=0.00e+00 q=0.00e+00 d=0.77,t=3.55 p=5.00e-04 q=1.90e-03 d=0.32,t=4.44 p=0.00e+00 q=1.00e-04 d=0.44,,t=-5.94 p=0.00e+00 q=0.00e+00 d=0.61
academicgown vs lipstick,,t=-4.24 p=0.00e+00 q=2.00e-04 d=0.53,,t=-4.26 p=0.00e+00 q=2.00e-04 d=0.53,,,,t=7.84 p=0.00e+00 q=0.00e+00 d=0.98,t=3.92 p=1.00e-04 q=6.00e-04 d=0.45,,t=15.75 p=0.00e+00 q=0.00e+00 d=1.31,t=-15.48 p=0.00e+00 q=0.00e+00 d=1.66
academicgown vs bra,,t=-3.42 p=8.00e-04 q=2.80e-03 d=0.37,,,,,,t=8.73 p=0.00e+00 q=0.00e+00 d=1.13,t=4.03 p=1.00e-04 q=4.00e-04 d=0.47,t=-5.36 p=0.00e+00 q=0.00e+00 d=0.65,t=9.68 p=0.00e+00 q=0.00e+00 d=1.04,t=-7.79 p=0.00e+00 q=0.00e+00 d=0.79
academicgown vs windsor,,,,t=5.00 p=0.00e+00 q=0.00e+00 d=0.48,t=2.41 p=1.71e-02 q=3.99e-02 d=0.20,t=2.44 p=1.58e-02 q=3.73e-02 d=0.18,t=4.86 p=0.00e+00 q=0.00e+00 d=0.40,,t=-4.66 p=0.00e+00 q=0.00e+00 d=0.26,t=4.04 p=1.00e-04 q=4.00e-04 d=0.34,,
academicgown vs desk,,,,t=5.56 p=0.00e+00 q=0.00e+00 d=0.52,,,,t=2.76 p=6.60e-03 q=1.77e-02 d=0.21,,,t=5.12 p=0.00e+00 q=0.00e+00 d=0.57,t=-14.14 p=0.00e+00 q=0.00e+00 d=1.58
academicgown vs library,,,,t=5.46 p=0.00e+00 q=0.00e+00 d=0.49,,,t=3.16 p=1.90e-03 q=6.10e-03 d=0.28,t=2.37 p=1.90e-02 q=4.36e-02 d=0.20,t=5.68 p=0.00e+00 q=0.00e+00 d=0.43,,t=12.50 p=0.00e+00 q=0.00e+00 d=1.35,t=-7.11 p=0.00e+00 q=0.00e+00 d=0.70
pajamas vs oscilloscope,,t=3.66 p=4.00e-04 q=1.40e-03 d=0.26,,t=4.01 p=1.00e-04 q=4.00e-04 d=0.31,,t=2.65 p=9.00e-03 q=2.32e-02 d=0.23,,t=-10.92 p=0.00e+00 q=0.00e+00 d=1.29,t=-3.82 p=2.00e-04 q=8.00e-04 d=0.48,,t=5.11 p=0.00e+00 q=0.00e+00 d=0.70,
pajamas vs suit,,t=2.75 p=6.80e-03 q=1.81e-02 d=0.21,,t=3.09 p=2.40e-03 q=7.40e-03 d=0.26,,t=2.90 p=4.30e-03 q=1.23e-02 d=0.26,,t=-8.79 p=0.00e+00 q=0.00e+00 d=0.93,t=-3.39 p=9.00e-04 q=3.10e-03 d=0.34,,t=7.17 p=0.00e+00 q=0.00e+00 d=0.59,
pajamas vs notePC,,,,t=4.67 p=0.00e+00 q=0.00e+00 d=0.33,,,,t=-10.33 p=0.00e+00 q=0.00e+00 d=0.91,,t=3.60 p=4.00e-04 q=1.60e-03 d=0.31,,
pajamas vs sunscreen,,t=2.76 p=6.40e-03 q=1.73e-02 d=0.20,,t=3.71 p=3.00e-04 q=1.10e-03 d=0.27,,t=2.83 p=5.30e-03 q=1.47e-02 d=0.23,,t=-8.82 p=0.00e+00 q=0.00e+00 d=0.90,,,t=5.91 p=0.00e+00 q=0.00e+00 d=0.58,t=2.70 p=7.80e-03 q=2.04e-02 d=0.34
pajamas vs wig,,,,,,t=3.07 p=2.60e-03 q=7.90e-03 d=0.27,,t=-2.48 p=1.44e-02 q=3.43e-02 d=0.30,,,,
pajamas vs lipstick,,t=-2.71 p=7.50e-03 q=1.97e-02 d=0.33,,t=-7.70 p=0.00e+00 q=0.00e+00 d=0.93,,t=2.91 p=4.20e-03 q=1.20e-02 d=0.34,t=-3.32 p=1.10e-03 q=3.80e-03 d=0.41,,,,t=11.27 p=0.00e+00 q=0.00e+00 d=1.06,t=-10.76 p=0.00e+00 q=0.00e+00 d=0.80
pajamas vs bra,t=-2.40 p=1.77e-02 q=4.12e-02 d=0.16,t=-2.63 p=9.40e-03 q=2.41e-02 d=0.18,,t=-2.91 p=4.10e-03 q=1.19e-02 d=0.21,,,t=-4.43 p=0.00e+00 q=1.00e-04 d=0.52,t=3.59 p=4.00e-04 q=1.70e-03 d=0.26,t=2.68 p=8.10e-03 q=2.10e-02 d=0.23,t=-4.30 p=0.00e+00 q=2.00e-04 d=0.46,t=9.08 p=0.00e+00 q=0.00e+00 d=0.81,t=-10.33 p=0.00e+00 q=0.00e+00 d=0.39
pajamas vs windsor,,,,t=2.67 p=8.30e-03 q=2.16e-02 d=0.23,,t=3.39 p=9.00e-04 q=3.10e-03 d=0.30,,t=-9.71 p=0.00e+00 q=0.00e+00 d=0.98,t=-5.01 p=0.00e+00 q=0.00e+00 d=0.50,,,t=4.14 p=1.00e-04 q=3.00e-04 d=0.42
pajamas vs desk,,t=3.72 p=3.00e-04 q=1.10e-03 d=0.26,,t=3.61 p=4.00e-04 q=1.60e-03 d=0.26,t=-2.66 p=8.70e-03 q=2.24e-02 d=0.22,,t=-3.12 p=2.20e-03 q=6.80e-03 d=0.30,t=-5.53 p=0.00e+00 q=0.00e+00 d=0.66,,,t=2.42 p=1.67e-02 q=3.91e-02 d=0.32,t=-5.43 p=0.00e+00 q=0.00e+00 d=0.84
pajamas vs library,,t=3.51 p=6.00e-04 q=2.20e-03 d=0.25,,t=3.04 p=2.80e-03 q=8.50e-03 d=0.24,t=-3.36 p=1.00e-03 q=3.40e-03 d=0.36,t=3.53 p=5.00e-04 q=2.00e-03 d=0.32,,t=-6.16 p=0.00e+00 q=0.00e+00 d=0.59,,,t=10.09 p=0.00e+00 q=0.00e+00 d=1.15,
oscilloscope vs suit,,,,,,,,t=4.33 p=0.00e+00 q=1.00e-04 d=0.41,,,,t=-4.49 p=0.00e+00 q=1.00e-04 d=0.52
oscilloscope vs notePC,,t=-2.75 p=6.70e-03 q=1.79e-02 d=0.11,,,,,t=-2.87 p=4.80e-03 q=1.34e-02 d=0.24,t=3.86 p=2.00e-04 q=7.00e-04 d=0.32,t=5.76 p=0.00e+00 q=0.00e+00 d=0.40,t=3.43 p=8.00e-04 q=2.80e-03 d=0.35,t=-3.53 p=6.00e-04 q=2.10e-03 d=0.44,t=-6.36 p=0.00e+00 q=0.00e+00 d=0.31
oscilloscope vs sunscreen,,,,,,,,t=4.34 p=0.00e+00 q=1.00e-04 d=0.47,t=2.80 p=5.90e-03 q=1.61e-02 d=0.35,,,t=11.59 p=0.00e+00 q=0.00e+00 d=0.42
oscilloscope vs wig,,,,t=-4.77 p=0.00e+00 q=0.00e+00 d=0.46,,,,t=13.88 p=0.00e+00 q=0.00e+00 d=1.34,t=4.96 p=0.00e+00 q=0.00e+00 d=0.60,,t=-4.26 p=0.00e+00 q=2.00e-04 d=0.52,
oscilloscope vs lipstick,,t=-4.29 p=0.00e+00 q=2.00e-04 d=0.58,,t=-9.22 p=0.00e+00 q=0.00e+00 d=1.24,,,t=-3.10 p=2.30e-03 q=7.10e-03 d=0.41,t=13.20 p=0.00e+00 q=0.00e+00 d=1.45,t=6.84 p=0.00e+00 q=0.00e+00 d=0.74,,t=2.44 p=1.58e-02 q=3.73e-02 d=0.27,t=-11.76 p=0.00e+00 q=0.00e+00 d=1.61
oscilloscope vs bra,,t=-4.32 p=0.00e+00 q=1.00e-04 d=0.43,,t=-5.32 p=0.00e+00 q=0.00e+00 d=0.51,,t=-2.58 p=1.07e-02 q=2.67e-02 d=0.30,t=-3.80 p=2.00e-04 q=9.00e-04 d=0.51,t=11.75 p=0.00e+00 q=0.00e+00 d=1.56,t=5.01 p=0.00e+00 q=0.00e+00 d=0.74,t=-9.34 p=0.00e+00 q=0.00e+00 d=1.21,,t=-3.94 p=1.00e-04 q=5.00e-04 d=0.55
oscilloscope vs windsor,,,,,,,,t=4.16 p=1.00e-04 q=3.00e-04 d=0.37,,,t=-5.74 p=0.00e+00 q=0.00e+00 d=0.77,t=3.94 p=1.00e-04 q=5.00e-04 d=0.55
oscilloscope vs desk,,,,,,t=-3.23 p=1.50e-03 q=4.90e-03 d=0.27,t=-3.82 p=2.00e-04 q=8.00e-04 d=0.31,t=9.11 p=0.00e+00 q=0.00e+00 d=0.72,t=6.01 p=0.00e+00 q=0.00e+00 d=0.43,,t=-2.92 p=4.00e-03 q=1.16e-02 d=0.28,t=-15.74 p=0.00e+00 q=0.00e+00 d=1.45
oscilloscope vs library,,,,,t=-3.32 p=1.10e-03 q=3.80e-03 d=0.24,,,t=7.51 p=0.00e+00 q=0.00e+00 d=0.66,t=8.59 p=0.00e+00 q=0.00e+00 d=0.71,t=-2.81 p=5.70e-03 q=1.56e-02 d=0.31,t=4.59 p=0.00e+00 q=1.00e-04 d=0.53,t=-4.32 p=0.00e+00 q=1.00e-04 d=0.38
suit vs notePC,,,,,,,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.26,,t=3.40 p=9.00e-04 q=3.00e-03 d=0.28,,t=-4.06 p=1.00e-04 q=4.00e-04 d=0.37,
suit vs sunscreen,t=-3.01 p=3.10e-03 q=9.10e-03 d=0.11,,,,,,,,,t=-3.02 p=3.00e-03 q=8.90e-03 d=0.23,,t=7.48 p=0.00e+00 q=0.00e+00 d=0.94
suit vs wig,,,,t=-4.65 p=0.00e+00 q=0.00e+00 d=0.42,,,,t=8.52 p=0.00e+00 q=0.00e+00 d=0.88,t=4.26 p=0.00e+00 q=2.00e-04 d=0.39,t=-3.40 p=9.00e-04 q=3.00e-03 d=0.32,t=-4.63 p=0.00e+00 q=0.00e+00 d=0.48,
suit vs lipstick,,t=-3.86 p=2.00e-04 q=7.00e-04 d=0.52,,t=-9.32 p=0.00e+00 q=0.00e+00 d=1.18,,,t=-4.18 p=0.00e+00 q=2.00e-04 d=0.43,t=8.99 p=0.00e+00 q=0.00e+00 d=1.07,t=4.17 p=1.00e-04 q=2.00e-04 d=0.50,t=-3.26 p=1.40e-03 q=4.60e-03 d=0.34,t=4.24 p=0.00e+00 q=2.00e-04 d=0.36,t=-13.05 p=0.00e+00 q=0.00e+00 d=1.64
suit vs bra,t=-2.93 p=3.90e-03 q=1.12e-02 d=0.24,t=-3.95 p=1.00e-04 q=5.00e-04 d=0.38,,t=-4.63 p=0.00e+00 q=0.00e+00 d=0.46,,t=-2.96 p=3.60e-03 q=1.04e-02 d=0.32,t=-4.91 p=0.00e+00 q=0.00e+00 d=0.52,t=10.16 p=0.00e+00 q=0.00e+00 d=1.21,t=4.40 p=0.00e+00 q=1.00e-04 d=0.51,t=-6.83 p=0.00e+00 q=0.00e+00 d=0.86,t=3.11 p=2.20e-03 q=7.00e-03 d=0.28,t=-3.02 p=3.00e-03 q=8.90e-03 d=0.35
suit vs windsor,t=-4.84 p=0.00e+00 q=0.00e+00 d=0.09,,,,,,,,t=-2.63 p=9.50e-03 q=2.41e-02 d=0.12,t=-5.33 p=0.00e+00 q=0.00e+00 d=0.23,t=-5.76 p=0.00e+00 q=0.00e+00 d=0.68,t=7.70 p=0.00e+00 q=0.00e+00 d=1.13
suit vs desk,,,,,t=-2.35 p=1.99e-02 q=4.53e-02 d=0.21,t=-3.18 p=1.80e-03 q=5.70e-03 d=0.29,t=-3.40 p=9.00e-04 q=3.00e-03 d=0.33,t=3.70 p=3.00e-04 q=1.20e-03 d=0.31,t=2.59 p=1.06e-02 q=2.65e-02 d=0.28,t=-3.45 p=7.00e-04 q=2.60e-03 d=0.33,,t=-13.48 p=0.00e+00 q=0.00e+00 d=1.31
suit vs library,t=-3.05 p=2.70e-03 q=8.20e-03 d=0.08,,,,t=-3.76 p=2.00e-04 q=1.00e-03 d=0.33,,,t=3.79 p=2.00e-04 q=9.00e-04 d=0.29,t=5.42 p=0.00e+00 q=0.00e+00 d=0.48,t=-3.57 p=5.00e-04 q=1.80e-03 d=0.41,t=5.80 p=0.00e+00 q=0.00e+00 d=0.60,
notePC vs sunscreen,,,t=-2.59 p=1.06e-02 q=2.64e-02 d=0.19,,,,,,,t=-4.44 p=0.00e+00 q=1.00e-04 d=0.34,t=4.33 p=0.00e+00 q=1.00e-04 d=0.38,t=10.43 p=0.00e+00 q=0.00e+00 d=0.70
notePC vs wig,,,t=-2.59 p=1.07e-02 q=2.67e-02 d=0.19,t=-4.88 p=0.00e+00 q=0.00e+00 d=0.48,,,,t=7.00 p=0.00e+00 q=0.00e+00 d=0.83,,t=-4.03 p=1.00e-04 q=4.00e-04 d=0.44,,
notePC vs lipstick,,t=-3.31 p=1.20e-03 q=4.00e-03 d=0.44,,t=-9.34 p=0.00e+00 q=0.00e+00 d=1.26,,,,t=8.61 p=0.00e+00 q=0.00e+00 d=1.03,t=3.21 p=1.60e-03 q=5.20e-03 d=0.37,t=-4.29 p=0.00e+00 q=2.00e-04 d=0.44,t=6.03 p=0.00e+00 q=0.00e+00 d=0.66,t=-10.29 p=0.00e+00 q=0.00e+00 d=1.27
notePC vs bra,,t=-3.26 p=1.40e-03 q=4.50e-03 d=0.30,,t=-5.70 p=0.00e+00 q=0.00e+00 d=0.53,,,t=-2.66 p=8.60e-03 q=2.23e-02 d=0.28,t=10.47 p=0.00e+00 q=0.00e+00 d=1.16,t=2.90 p=4.30e-03 q=1.22e-02 d=0.39,t=-8.37 p=0.00e+00 q=0.00e+00 d=0.94,t=5.45 p=0.00e+00 q=0.00e+00 d=0.57,t=-3.00 p=3.10e-03 q=9.30e-03 d=0.38
notePC vs windsor,,,,,,t=2.71 p=7.40e-03 q=1.96e-02 d=0.17,t=3.29 p=1.30e-03 q=4.20e-03 d=0.22,,t=-6.02 p=0.00e+00 q=0.00e+00 d=0.44,t=-4.12 p=1.00e-04 q=3.00e-04 d=0.34,,t=5.46 p=0.00e+00 q=0.00e+00 d=0.84
notePC vs desk,,t=2.63 p=9.40e-03 q=2.41e-02 d=0.11,,,t=-2.52 p=1.27e-02 q=3.09e-02 d=0.21,t=-2.36 p=1.96e-02 q=4.48e-02 d=0.18,,t=4.32 p=0.00e+00 q=1.00e-04 d=0.34,,t=-5.65 p=0.00e+00 q=0.00e+00 d=0.43,,t=-11.49 p=0.00e+00 q=0.00e+00 d=1.17
notePC vs library,,t=2.45 p=1.54e-02 q=3.65e-02 d=0.11,,,t=-3.57 p=5.00e-04 q=1.80e-03 d=0.32,t=2.33 p=2.13e-02 q=4.82e-02 d=0.16,,t=4.49 p=0.00e+00 q=1.00e-04 d=0.32,t=4.79 p=0.00e+00 q=0.00e+00 d=0.33,t=-4.93 p=0.00e+00 q=0.00e+00 d=0.51,t=10.40 p=0.00e+00 q=0.00e+00 d=0.84,
sunscreen vs wig,,,,t=-5.64 p=0.00e+00 q=0.00e+00 d=0.43,,,,t=7.51 p=0.00e+00 q=0.00e+00 d=0.84,,,t=-3.78 p=2.00e-04 q=9.00e-04 d=0.49,t=-5.42 p=0.00e+00 q=0.00e+00 d=0.60
sunscreen vs lipstick,,t=-4.27 p=0.00e+00 q=2.00e-04 d=0.54,t=3.09 p=2.40e-03 q=7.30e-03 d=0.37,t=-9.65 p=0.00e+00 q=0.00e+00 d=1.21,,,t=-3.04 p=2.80e-03 q=8.50e-03 d=0.26,t=10.07 p=0.00e+00 q=0.00e+00 d=1.04,t=3.62 p=4.00e-04 q=1.50e-03 d=0.42,,t=2.58 p=1.08e-02 q=2.68e-02 d=0.30,t=-14.87 p=0.00e+00 q=0.00e+00 d=1.87
sunscreen vs bra,,t=-4.26 p=0.00e+00 q=2.00e-04 d=0.39,,t=-5.58 p=0.00e+00 q=0.00e+00 d=0.48,,t=-3.26 p=1.40e-03 q=4.50e-03 d=0.31,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.36,t=12.66 p=0.00e+00 q=0.00e+00 d=1.17,t=4.38 p=0.00e+00 q=1.00e-04 d=0.43,t=-5.60 p=0.00e+00 q=0.00e+00 d=0.60,,t=-5.87 p=0.00e+00 q=0.00e+00 d=0.78
sunscreen vs windsor,,,,,,,,,t=-3.52 p=6.00e-04 q=2.10e-03 d=0.40,,t=-5.55 p=0.00e+00 q=0.00e+00 d=0.67,
sunscreen vs desk,,,t=2.46 p=1.49e-02 q=3.54e-02 d=0.21,,,t=-2.84 p=5.20e-03 q=1.44e-02 d=0.28,,,,,,t=-15.40 p=0.00e+00 q=0.00e+00 d=1.71
sunscreen vs library,,,t=2.40 p=1.76e-02 q=4.09e-02 d=0.23,,t=-3.43 p=8.00e-04 q=2.80e-03 d=0.43,,,,t=3.15 p=2.00e-03 q=6.20e-03 d=0.38,,t=5.84 p=0.00e+00 q=0.00e+00 d=0.54,t=-6.31 p=0.00e+00 q=0.00e+00 d=0.70
wig vs lipstick,,t=-4.69 p=0.00e+00 q=0.00e+00 d=0.54,t=3.38 p=9.00e-04 q=3.20e-03 d=0.37,t=-6.41 p=0.00e+00 q=0.00e+00 d=0.74,,,t=-3.40 p=9.00e-04 q=3.00e-03 d=0.26,t=4.33 p=0.00e+00 q=1.00e-04 d=0.42,,,t=7.27 p=0.00e+00 q=0.00e+00 d=0.66,t=-11.17 p=0.00e+00 q=0.00e+00 d=0.90
wig vs bra,,t=-4.19 p=0.00e+00 q=2.00e-04 d=0.38,t=2.38 p=1.85e-02 q=4.27e-02 d=0.24,,,t=-3.33 p=1.10e-03 q=3.70e-03 d=0.35,t=-4.53 p=0.00e+00 q=1.00e-04 d=0.35,t=5.35 p=0.00e+00 q=0.00e+00 d=0.62,t=2.98 p=3.40e-03 q=9.90e-03 d=0.25,t=-9.90 p=0.00e+00 q=0.00e+00 d=1.02,t=5.75 p=0.00e+00 q=0.00e+00 d=0.61,t=-6.17 p=0.00e+00 q=0.00e+00 d=0.33
wig vs windsor,,,,t=4.21 p=0.00e+00 q=2.00e-04 d=0.38,,,,t=-8.54 p=0.00e+00 q=0.00e+00 d=0.94,t=-5.87 p=0.00e+00 q=0.00e+00 d=0.57,,,t=6.83 p=0.00e+00 q=0.00e+00 d=0.70
wig vs desk,,,t=2.47 p=1.45e-02 q=3.44e-02 d=0.22,t=4.34 p=0.00e+00 q=1.00e-04 d=0.42,,t=-3.02 p=3.00e-03 q=8.80e-03 d=0.32,,t=-4.57 p=0.00e+00 q=1.00e-04 d=0.52,,,t=3.31 p=1.20e-03 q=4.00e-03 d=0.36,t=-6.14 p=0.00e+00 q=0.00e+00 d=0.91
wig vs library,,,t=2.54 p=1.22e-02 q=2.99e-02 d=0.24,t=4.03 p=1.00e-04 q=4.00e-04 d=0.39,t=-3.70 p=3.00e-04 q=1.20e-03 d=0.36,,,t=-3.84 p=2.00e-04 q=8.00e-04 d=0.44,,,t=8.03 p=0.00e+00 q=0.00e+00 d=0.80,
lipstick vs bra,,,,t=7.15 p=0.00e+00 q=0.00e+00 d=0.69,,t=-3.95 p=1.00e-04 q=5.00e-04 d=0.44,,t=2.61 p=9.90e-03 q=2.52e-02 d=0.20,,t=-3.81 p=2.00e-04 q=8.00e-04 d=0.40,,t=2.57 p=1.11e-02 q=2.76e-02 d=0.22
lipstick vs windsor,,t=3.79 p=2.00e-04 q=9.00e-04 d=0.49,,t=8.85 p=0.00e+00 q=0.00e+00 d=1.12,,,t=3.36 p=1.00e-03 q=3.30e-03 d=0.39,t=-9.35 p=0.00e+00 q=0.00e+00 d=1.12,t=-5.83 p=0.00e+00 q=0.00e+00 d=0.67,,t=-8.22 p=0.00e+00 q=0.00e+00 d=1.07,t=21.20 p=0.00e+00 q=0.00e+00 d=2.08
lipstick vs desk,,t=4.34 p=0.00e+00 q=1.00e-04 d=0.60,,t=8.66 p=0.00e+00 q=0.00e+00 d=1.18,,t=-3.11 p=2.20e-03 q=6.90e-03 d=0.39,,t=-6.32 p=0.00e+00 q=0.00e+00 d=0.78,t=-3.86 p=2.00e-04 q=7.00e-04 d=0.41,,t=-4.31 p=0.00e+00 q=2.00e-04 d=0.54,
lipstick vs library,,t=4.31 p=0.00e+00 q=2.00e-04 d=0.58,,t=8.40 p=0.00e+00 q=0.00e+00 d=1.13,t=-2.66 p=8.60e-03 q=2.22e-02 d=0.35,,,t=-5.81 p=0.00e+00 q=0.00e+00 d=0.69,,,t=2.96 p=3.60e-03 q=1.05e-02 d=0.31,t=5.45 p=0.00e+00 q=0.00e+00 d=0.75
bra vs windsor,,t=3.44 p=8.00e-04 q=2.70e-03 d=0.34,,t=4.28 p=0.00e+00 q=2.00e-04 d=0.42,,t=3.20 p=1.70e-03 q=5.50e-03 d=0.36,t=4.20 p=0.00e+00 q=2.00e-04 d=0.49,t=-10.37 p=0.00e+00 q=0.00e+00 d=1.25,t=-5.75 p=0.00e+00 q=0.00e+00 d=0.68,t=5.54 p=0.00e+00 q=0.00e+00 d=0.71,t=-7.29 p=0.00e+00 q=0.00e+00 d=0.88,t=8.62 p=0.00e+00 q=0.00e+00 d=0.85
bra vs desk,,t=4.56 p=0.00e+00 q=1.00e-04 d=0.45,,t=4.96 p=0.00e+00 q=0.00e+00 d=0.46,,,,t=-7.32 p=0.00e+00 q=0.00e+00 d=0.93,t=-2.99 p=3.20e-03 q=9.50e-03 d=0.42,t=3.02 p=2.90e-03 q=8.80e-03 d=0.36,t=-3.36 p=1.00e-03 q=3.40e-03 d=0.44,
bra vs library,,t=4.49 p=0.00e+00 q=1.00e-04 d=0.43,,t=4.57 p=0.00e+00 q=1.00e-04 d=0.43,t=-2.77 p=6.30e-03 q=1.70e-02 d=0.35,t=3.40 p=9.00e-04 q=3.00e-03 d=0.39,t=2.70 p=7.80e-03 q=2.04e-02 d=0.37,t=-7.34 p=0.00e+00 q=0.00e+00 d=0.85,,t=4.90 p=0.00e+00 q=0.00e+00 d=0.54,t=2.50 p=1.35e-02 q=3.26e-02 d=0.31,
windsor vs desk,,,,,,t=-3.58 p=5.00e-04 q=1.70e-03 d=0.33,t=-3.51 p=6.00e-04 q=2.20e-03 d=0.30,t=4.61 p=0.00e+00 q=0.00e+00 d=0.36,t=4.39 p=0.00e+00 q=1.00e-04 d=0.45,,t=3.84 p=2.00e-04 q=7.00e-04 d=0.44,t=-13.17 p=0.00e+00 q=0.00e+00 d=1.86
windsor vs library,,,,,t=-3.28 p=1.30e-03 q=4.30e-03 d=0.30,,,t=4.78 p=0.00e+00 q=0.00e+00 d=0.33,t=7.79 p=0.00e+00 q=0.00e+00 d=0.65,,t=9.59 p=0.00e+00 q=0.00e+00 d=1.18,t=-5.32 p=0.00e+00 q=0.00e+00 d=0.80
desk vs library,,,,,,t=4.65 p=0.00e+00 q=0.00e+00 d=0.36,t=2.81 p=5.50e-03 q=1.53e-02 d=0.18,,t=4.30 p=0.00e+00 q=2.00e-04 d=0.37,,t=8.21 p=0.00e+00 q=0.00e+00 d=0.74,t=11.04 p=0.00e+00 q=0.00e+00 d=0.78
