True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
suit vs desk,t=-2.66 p=8.80e-03 q=2.27e-02 d=0.16,,,,,,,,,,t=6.09 p=0.00e+00 q=0.00e+00 d=0.62,t=-4.08 p=1.00e-04 q=4.00e-04 d=0.53
suit vs library,,t=-2.34 p=2.09e-02 q=4.74e-02 d=0.11,t=-2.38 p=1.90e-02 q=4.37e-02 d=0.20,t=-4.43 p=0.00e+00 q=1.00e-04 d=0.32,,,,,,,,t=-4.96 p=0.00e+00 q=0.00e+00 d=0.76
notePC vs sunscreen,,,,,,,,,,,t=4.37 p=0.00e+00 q=1.00e-04 d=0.64,t=10.87 p=0.00e+00 q=0.00e+00 d=1.19
notePC vs wig,,,,,t=-2.97 p=3.60e-03 q=1.05e-02 d=0.36,,,,t=-4.05 p=1.00e-04 q=4.00e-04 d=0.41,t=-3.39 p=9.00e-04 q=3.20e-03 d=0.44,,t=3.09 p=2.50e-03 q=7.60e-03 d=0.44
notePC vs lipstick,t=-3.27 p=1.40e-03 q=4.50e-03 d=0.38,,,,,,,,,,t=5.52 p=0.00e+00 q=0.00e+00 d=0.71,t=6.77 p=0.00e+00 q=0.00e+00 d=0.66
notePC vs bra,,,,,,,t=-4.70 p=0.00e+00 q=0.00e+00 d=0.50,,,t=3.43 p=8.00e-04 q=2.90e-03 d=0.32,t=18.67 p=0.00e+00 q=0.00e+00 d=1.20,t=12.94 p=0.00e+00 q=0.00e+00 d=0.99
notePC vs windsor,,,,,,,,,,,t=4.06 p=1.00e-04 q=4.00e-04 d=0.36,
notePC vs desk,,,,,t=-3.15 p=2.00e-03 q=6.40e-03 d=0.19,,,,,,t=6.36 p=0.00e+00 q=0.00e+00 d=0.68,
notePC vs library,,,,t=-3.74 p=3.00e-04 q=1.10e-03 d=0.28,,,t=2.40 p=1.79e-02 q=4.15e-02 d=0.23,,,t=-3.67 p=4.00e-04 q=1.40e-03 d=0.46,,
sunscreen vs wig,,,,,t=-3.32 p=1.20e-03 q=3.90e-03 d=0.43,,,t=-2.39 p=1.82e-02 q=4.21e-02 d=0.25,t=-3.52 p=6.00e-04 q=2.20e-03 d=0.44,t=-3.85 p=2.00e-04 q=8.00e-04 d=0.50,t=-2.89 p=4.60e-03 q=1.30e-02 d=0.39,t=-10.23 p=0.00e+00 q=0.00e+00 d=1.08
sunscreen vs lipstick,t=-4.04 p=1.00e-04 q=4.00e-04 d=0.42,,,,,,t=2.70 p=8.00e-03 q=2.09e-02 d=0.31,,,t=-2.87 p=4.80e-03 q=1.36e-02 d=0.38,,t=-8.15 p=0.00e+00 q=0.00e+00 d=0.93
sunscreen vs bra,,,,,,,t=-3.77 p=3.00e-04 q=1.00e-03 d=0.39,,,,,t=-6.20 p=0.00e+00 q=0.00e+00 d=0.41
sunscreen vs windsor,,t=2.32 p=2.20e-02 q=4.94e-02 d=0.12,t=3.16 p=2.00e-03 q=6.20e-03 d=0.31,,,,,t=-2.38 p=1.87e-02 q=4.31e-02 d=0.24,,,,t=-9.08 p=0.00e+00 q=0.00e+00 d=1.16
sunscreen vs desk,,,t=2.46 p=1.52e-02 q=3.60e-02 d=0.23,,,,t=2.38 p=1.89e-02 q=4.35e-02 d=0.32,,,t=-2.66 p=8.90e-03 q=2.28e-02 d=0.33,,t=-8.10 p=0.00e+00 q=0.00e+00 d=1.28
sunscreen vs library,,,,,,,t=2.92 p=4.20e-03 q=1.19e-02 d=0.37,,,t=-4.18 p=1.00e-04 q=3.00e-04 d=0.52,t=-4.26 p=0.00e+00 q=2.00e-04 d=0.66,t=-7.88 p=0.00e+00 q=0.00e+00 d=1.34
wig vs lipstick,t=-3.82 p=2.00e-04 q=9.00e-04 d=0.39,,,,t=3.44 p=8.00e-04 q=2.80e-03 d=0.38,,t=2.79 p=6.20e-03 q=1.68e-02 d=0.29,,,t=3.23 p=1.60e-03 q=5.10e-03 d=0.23,t=5.32 p=0.00e+00 q=0.00e+00 d=0.36,t=3.15 p=2.00e-03 q=6.40e-03 d=0.36
wig vs bra,,,,,,,t=-3.26 p=1.40e-03 q=4.60e-03 d=0.37,,t=3.30 p=1.30e-03 q=4.20e-03 d=0.31,t=5.49 p=0.00e+00 q=0.00e+00 d=0.63,t=5.22 p=0.00e+00 q=0.00e+00 d=0.70,t=8.04 p=0.00e+00 q=0.00e+00 d=0.86
wig vs windsor,,,t=2.61 p=1.01e-02 q=2.56e-02 d=0.20,t=2.53 p=1.27e-02 q=3.10e-02 d=0.21,,,t=2.31 p=2.23e-02 q=5.00e-02 d=0.21,,t=4.73 p=0.00e+00 q=0.00e+00 d=0.39,t=2.95 p=3.70e-03 q=1.08e-02 d=0.30,,
wig vs desk,,,,,,,t=2.94 p=4.00e-03 q=1.14e-02 d=0.29,,t=3.22 p=1.60e-03 q=5.30e-03 d=0.35,,t=2.50 p=1.37e-02 q=3.30e-02 d=0.40,t=-2.50 p=1.38e-02 q=3.32e-02 d=0.42
wig vs library,,,,,,,t=3.21 p=1.70e-03 q=5.40e-03 d=0.34,,t=4.50 p=0.00e+00 q=1.00e-04 d=0.49,,,t=-5.31 p=0.00e+00 q=0.00e+00 d=0.69
lipstick vs bra,t=3.99 p=1.00e-04 q=5.00e-04 d=0.44,,,,,t=-2.62 p=1.00e-02 q=2.52e-02 d=0.27,t=-6.03 p=0.00e+00 q=0.00e+00 d=0.69,,,t=5.06 p=0.00e+00 q=0.00e+00 d=0.57,t=3.74 p=3.00e-04 q=1.10e-03 d=0.46,t=7.01 p=0.00e+00 q=0.00e+00 d=0.66
lipstick vs windsor,t=4.26 p=0.00e+00 q=2.00e-04 d=0.51,,,,,,,,,,,t=-4.85 p=0.00e+00 q=0.00e+00 d=0.58
lipstick vs desk,t=2.65 p=9.10e-03 q=2.33e-02 d=0.31,,,,,,,,,,,t=-5.36 p=0.00e+00 q=0.00e+00 d=0.75
lipstick vs library,t=3.92 p=1.00e-04 q=6.00e-04 d=0.46,,,t=-3.00 p=3.30e-03 q=9.60e-03 d=0.33,,,,,t=2.51 p=1.32e-02 q=3.19e-02 d=0.28,,t=-5.31 p=0.00e+00 q=0.00e+00 d=0.76,t=-7.18 p=0.00e+00 q=0.00e+00 d=0.88
bra vs windsor,,,t=3.45 p=8.00e-04 q=2.70e-03 d=0.27,,,t=2.42 p=1.70e-02 q=3.98e-02 d=0.22,t=5.20 p=0.00e+00 q=0.00e+00 d=0.57,,,t=-4.77 p=0.00e+00 q=0.00e+00 d=0.45,t=-3.99 p=1.00e-04 q=5.00e-04 d=0.45,t=-8.03 p=0.00e+00 q=0.00e+00 d=0.95
bra vs desk,,,,,,,t=6.11 p=0.00e+00 q=0.00e+00 d=0.74,,,t=-3.29 p=1.30e-03 q=4.40e-03 d=0.45,,t=-6.63 p=0.00e+00 q=0.00e+00 d=1.12
bra vs library,,,,t=-2.75 p=6.80e-03 q=1.83e-02 d=0.23,,,t=5.86 p=0.00e+00 q=0.00e+00 d=0.75,,,t=-5.32 p=0.00e+00 q=0.00e+00 d=0.70,t=-10.67 p=0.00e+00 q=0.00e+00 d=1.31,t=-7.25 p=0.00e+00 q=0.00e+00 d=1.17
windsor vs desk,t=-2.53 p=1.26e-02 q=3.06e-02 d=0.17,,,,,,,,,,,
windsor vs library,,,,t=-4.03 p=1.00e-04 q=4.00e-04 d=0.32,,,,,,,t=-3.24 p=1.50e-03 q=5.00e-03 d=0.37,t=-2.64 p=9.50e-03 q=2.41e-02 d=0.37
desk vs library,t=2.70 p=8.00e-03 q=2.08e-02 d=0.14,,,,,,,,,,t=-8.14 p=0.00e+00 q=0.00e+00 d=0.71,t=-4.41 p=0.00e+00 q=1.00e-04 d=0.42
