True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
pajamas vs notePC,,,t=-3.03 p=2.80e-03 q=8.50e-03 d=0.18,,t=-4.43 p=0.00e+00 q=1.00e-04 d=0.32,t=-3.82 p=2.00e-04 q=8.00e-04 d=0.26,,,,,t=4.09 p=1.00e-04 q=3.00e-04 d=0.55,t=9.22 p=0.00e+00 q=0.00e+00 d=1.17
pajamas vs sunscreen,,t=-3.03 p=2.80e-03 q=8.40e-03 d=0.14,t=-3.21 p=1.60e-03 q=5.10e-03 d=0.22,,t=-5.62 p=0.00e+00 q=0.00e+00 d=0.41,t=-2.79 p=5.80e-03 q=1.59e-02 d=0.22,t=-2.81 p=5.40e-03 q=1.50e-02 d=0.24,t=4.29 p=0.00e+00 q=1.00e-04 d=0.33,t=2.36 p=1.94e-02 q=4.44e-02 d=0.22,,t=10.22 p=0.00e+00 q=0.00e+00 d=0.97,t=10.32 p=0.00e+00 q=0.00e+00 d=0.98
pajamas vs wig,,,,,,,t=2.69 p=7.80e-03 q=2.04e-02 d=0.24,,,t=-3.70 p=3.00e-04 q=1.10e-03 d=0.29,t=3.70 p=3.00e-04 q=1.10e-03 d=0.24,t=9.90 p=0.00e+00 q=0.00e+00 d=0.96
pajamas vs lipstick,,t=-3.11 p=2.20e-03 q=6.90e-03 d=0.27,,,t=-2.71 p=7.50e-03 q=1.97e-02 d=0.22,,,t=3.15 p=1.90e-03 q=6.10e-03 d=0.27,,,t=10.08 p=0.00e+00 q=0.00e+00 d=0.94,t=11.89 p=0.00e+00 q=0.00e+00 d=1.51
pajamas vs bra,,,,,,,,t=4.88 p=0.00e+00 q=0.00e+00 d=0.39,t=4.54 p=0.00e+00 q=1.00e-04 d=0.30,t=5.08 p=0.00e+00 q=0.00e+00 d=0.35,t=15.47 p=0.00e+00 q=0.00e+00 d=1.11,t=8.97 p=0.00e+00 q=0.00e+00 d=0.74
pajamas vs windsor,,,,,,,,t=2.50 p=1.34e-02 q=3.24e-02 d=0.23,,,t=7.74 p=0.00e+00 q=0.00e+00 d=0.80,t=4.05 p=1.00e-04 q=4.00e-04 d=0.59
pajamas vs desk,,,,,,,,,,t=-3.99 p=1.00e-04 q=4.00e-04 d=0.37,t=3.36 p=9.00e-04 q=3.20e-03 d=0.44,t=10.36 p=0.00e+00 q=0.00e+00 d=1.20
pajamas vs library,,,,,,t=-2.68 p=8.20e-03 q=2.12e-02 d=0.28,t=-2.85 p=4.90e-03 q=1.36e-02 d=0.28,,,t=-5.95 p=0.00e+00 q=0.00e+00 d=0.54,t=2.62 p=9.70e-03 q=2.46e-02 d=0.31,t=4.76 p=0.00e+00 q=0.00e+00 d=0.50
oscilloscope vs suit,,,,,t=3.35 p=1.00e-03 q=3.40e-03 d=0.37,,,,,,t=5.80 p=0.00e+00 q=0.00e+00 d=0.38,t=-3.21 p=1.60e-03 q=5.10e-03 d=0.23
oscilloscope vs sunscreen,,,t=-2.47 p=1.43e-02 q=3.41e-02 d=0.18,,,,t=-2.34 p=2.02e-02 q=4.60e-02 d=0.22,t=4.54 p=0.00e+00 q=1.00e-04 d=0.48,t=2.98 p=3.30e-03 q=9.80e-03 d=0.32,t=4.78 p=0.00e+00 q=0.00e+00 d=0.44,t=3.65 p=3.00e-04 q=1.30e-03 d=0.40,t=-2.40 p=1.72e-02 q=4.02e-02 d=0.31
oscilloscope vs wig,,,,t=2.55 p=1.18e-02 q=2.89e-02 d=0.28,,,t=3.26 p=1.30e-03 q=4.30e-03 d=0.33,t=2.68 p=8.00e-03 q=2.10e-02 d=0.27,,,t=-4.27 p=0.00e+00 q=2.00e-04 d=0.39,t=-6.35 p=0.00e+00 q=0.00e+00 d=0.70
oscilloscope vs lipstick,,t=-2.47 p=1.43e-02 q=3.42e-02 d=0.21,,,,,,t=3.80 p=2.00e-04 q=8.00e-04 d=0.42,,t=5.58 p=0.00e+00 q=0.00e+00 d=0.54,t=4.95 p=0.00e+00 q=0.00e+00 d=0.30,t=-5.20 p=0.00e+00 q=0.00e+00 d=0.48
oscilloscope vs bra,,,,,,,,t=4.93 p=0.00e+00 q=0.00e+00 d=0.55,t=4.04 p=1.00e-04 q=4.00e-04 d=0.43,t=7.39 p=0.00e+00 q=0.00e+00 d=0.76,t=4.02 p=1.00e-04 q=4.00e-04 d=0.47,t=-6.64 p=0.00e+00 q=0.00e+00 d=0.77
oscilloscope vs windsor,,,,,t=2.75 p=6.60e-03 q=1.78e-02 d=0.29,,,t=3.66 p=3.00e-04 q=1.30e-03 d=0.40,,t=4.68 p=0.00e+00 q=0.00e+00 d=0.49,,t=-41.30 p=0.00e+00 q=0.00e+00 d=1.24
oscilloscope vs desk,,,,,t=3.06 p=2.50e-03 q=7.80e-03 d=0.26,t=2.49 p=1.35e-02 q=3.26e-02 d=0.19,,t=3.15 p=1.90e-03 q=6.10e-03 d=0.28,,,,t=-5.19 p=0.00e+00 q=0.00e+00 d=0.35
oscilloscope vs library,,,,,,,t=-2.96 p=3.40e-03 q=1.01e-02 d=0.27,,,t=-2.67 p=8.20e-03 q=2.13e-02 d=0.21,t=-5.22 p=0.00e+00 q=0.00e+00 d=0.37,t=-6.73 p=0.00e+00 q=0.00e+00 d=0.70
suit vs notePC,,,,,t=-3.60 p=4.00e-04 q=1.60e-03 d=0.35,,t=-2.89 p=4.40e-03 q=1.24e-02 d=0.30,,,,t=-5.57 p=0.00e+00 q=0.00e+00 d=0.45,
suit vs sunscreen,,,t=-2.31 p=2.19e-02 q=4.93e-02 d=0.26,,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.44,,t=-3.15 p=1.90e-03 q=6.10e-03 d=0.35,t=3.64 p=4.00e-04 q=1.40e-03 d=0.40,,t=3.01 p=3.00e-03 q=8.90e-03 d=0.35,,
suit vs wig,,,,,,,,,,,t=-5.54 p=0.00e+00 q=0.00e+00 d=0.64,t=-2.46 p=1.49e-02 q=3.55e-02 d=0.27
suit vs lipstick,,,,,t=-2.53 p=1.22e-02 q=2.99e-02 d=0.25,,,t=3.41 p=8.00e-04 q=2.80e-03 d=0.34,,t=4.28 p=0.00e+00 q=2.00e-04 d=0.41,,
suit vs bra,,,,,,,,t=4.35 p=0.00e+00 q=1.00e-04 d=0.47,t=2.72 p=7.20e-03 q=1.92e-02 d=0.25,t=6.03 p=0.00e+00 q=0.00e+00 d=0.62,,t=-2.99 p=3.20e-03 q=9.50e-03 d=0.35
suit vs windsor,,,,,,,,t=4.07 p=1.00e-04 q=3.00e-04 d=0.30,,t=6.20 p=0.00e+00 q=0.00e+00 d=0.37,t=-3.14 p=2.00e-03 q=6.30e-03 d=0.22,t=-11.49 p=0.00e+00 q=0.00e+00 d=0.58
suit vs desk,,,,t=-2.87 p=4.60e-03 q=1.29e-02 d=0.28,,,,t=2.33 p=2.10e-02 q=4.76e-02 d=0.20,,,t=-4.69 p=0.00e+00 q=0.00e+00 d=0.45,
suit vs library,,,,,t=-2.70 p=7.60e-03 q=2.01e-02 d=0.24,,t=-4.15 p=1.00e-04 q=2.00e-04 d=0.40,,,,t=-8.71 p=0.00e+00 q=0.00e+00 d=0.64,t=-3.62 p=4.00e-04 q=1.50e-03 d=0.38
notePC vs sunscreen,,t=-2.34 p=2.06e-02 q=4.69e-02 d=0.07,,,,,,t=4.77 p=0.00e+00 q=0.00e+00 d=0.41,t=2.96 p=3.50e-03 q=1.02e-02 d=0.29,t=2.83 p=5.20e-03 q=1.44e-02 d=0.25,t=3.68 p=3.00e-04 q=1.20e-03 d=0.48,
notePC vs wig,,,t=2.65 p=8.70e-03 q=2.23e-02 d=0.29,t=2.37 p=1.89e-02 q=4.35e-02 d=0.24,,,t=4.19 p=0.00e+00 q=2.00e-04 d=0.47,,,,,t=-3.93 p=1.00e-04 q=5.00e-04 d=0.45
notePC vs lipstick,,t=-2.34 p=2.01e-02 q=4.59e-02 d=0.19,,,,,,t=3.50 p=6.00e-04 q=2.10e-03 d=0.34,,t=3.11 p=2.20e-03 q=6.80e-03 d=0.31,t=3.50 p=6.00e-04 q=2.10e-03 d=0.39,
notePC vs bra,t=-2.41 p=1.69e-02 q=3.95e-02 d=0.04,,,t=2.79 p=5.80e-03 q=1.60e-02 d=0.12,t=2.47 p=1.43e-02 q=3.41e-02 d=0.15,t=2.51 p=1.29e-02 q=3.13e-02 d=0.18,t=2.34 p=2.03e-02 q=4.62e-02 d=0.17,t=5.20 p=0.00e+00 q=0.00e+00 d=0.48,t=4.79 p=0.00e+00 q=0.00e+00 d=0.40,t=7.29 p=0.00e+00 q=0.00e+00 d=0.54,t=4.76 p=0.00e+00 q=0.00e+00 d=0.55,t=-5.22 p=0.00e+00 q=0.00e+00 d=0.52
notePC vs windsor,,,t=2.50 p=1.33e-02 q=3.22e-02 d=0.26,,t=2.72 p=7.30e-03 q=1.92e-02 d=0.27,,t=3.01 p=3.00e-03 q=8.90e-03 d=0.31,t=3.01 p=3.00e-03 q=8.90e-03 d=0.30,,t=2.64 p=9.10e-03 q=2.33e-02 d=0.27,t=3.06 p=2.60e-03 q=7.90e-03 d=0.28,t=-13.35 p=0.00e+00 q=0.00e+00 d=0.75
notePC vs desk,,,,,t=3.68 p=3.00e-04 q=1.20e-03 d=0.25,t=2.98 p=3.30e-03 q=9.70e-03 d=0.20,t=4.49 p=0.00e+00 q=1.00e-04 d=0.30,t=2.73 p=7.00e-03 q=1.85e-02 d=0.21,,t=-2.46 p=1.48e-02 q=3.51e-02 d=0.24,,t=-3.28 p=1.30e-03 q=4.20e-03 d=0.23
notePC vs library,,,t=2.98 p=3.30e-03 q=9.80e-03 d=0.22,,,,,,,t=-4.54 p=0.00e+00 q=1.00e-04 d=0.40,t=-3.43 p=7.00e-04 q=2.60e-03 d=0.24,t=-6.31 p=0.00e+00 q=0.00e+00 d=0.53
sunscreen vs wig,,,t=2.90 p=4.20e-03 q=1.19e-02 d=0.31,,t=3.00 p=3.00e-03 q=9.10e-03 d=0.29,,t=4.65 p=0.00e+00 q=0.00e+00 d=0.49,t=-2.50 p=1.32e-02 q=3.20e-02 d=0.23,,t=-5.13 p=0.00e+00 q=0.00e+00 d=0.35,t=-9.73 p=0.00e+00 q=0.00e+00 d=0.68,t=-2.52 p=1.26e-02 q=3.06e-02 d=0.21
sunscreen vs lipstick,,,,,t=3.33 p=1.10e-03 q=3.60e-03 d=0.21,,t=3.42 p=8.00e-04 q=2.80e-03 d=0.26,,,,,
sunscreen vs bra,t=-3.80 p=2.00e-04 q=8.00e-04 d=0.05,t=3.16 p=1.90e-03 q=6.00e-03 d=0.11,t=2.55 p=1.15e-02 q=2.85e-02 d=0.13,t=2.76 p=6.30e-03 q=1.71e-02 d=0.11,t=4.77 p=0.00e+00 q=0.00e+00 d=0.24,t=2.65 p=8.70e-03 q=2.24e-02 d=0.16,t=4.62 p=0.00e+00 q=0.00e+00 d=0.23,,,t=3.08 p=2.40e-03 q=7.40e-03 d=0.23,,t=-3.27 p=1.30e-03 q=4.30e-03 d=0.29
sunscreen vs windsor,,,t=2.74 p=6.80e-03 q=1.82e-02 d=0.28,,t=3.91 p=1.00e-04 q=6.00e-04 d=0.37,,t=3.61 p=4.00e-04 q=1.50e-03 d=0.35,,t=-2.38 p=1.85e-02 q=4.27e-02 d=0.25,,,t=-4.23 p=0.00e+00 q=2.00e-04 d=0.53
sunscreen vs desk,,,,,t=3.78 p=2.00e-04 q=9.00e-04 d=0.34,,t=3.90 p=1.00e-04 q=6.00e-04 d=0.35,,,t=-3.81 p=2.00e-04 q=8.00e-04 d=0.43,t=-4.50 p=0.00e+00 q=1.00e-04 d=0.46,
sunscreen vs library,,,t=3.12 p=2.10e-03 q=6.60e-03 d=0.25,,,,,t=-4.34 p=0.00e+00 q=1.00e-04 d=0.49,t=-2.64 p=9.00e-03 q=2.31e-02 d=0.29,t=-6.23 p=0.00e+00 q=0.00e+00 d=0.58,t=-5.83 p=0.00e+00 q=0.00e+00 d=0.69,t=-2.73 p=7.10e-03 q=1.88e-02 d=0.34
wig vs lipstick,t=2.31 p=2.20e-02 q=4.94e-02 d=0.17,t=-2.58 p=1.08e-02 q=2.69e-02 d=0.21,,t=-2.42 p=1.66e-02 q=3.89e-02 d=0.21,,,t=-2.96 p=3.50e-03 q=1.02e-02 d=0.26,,,t=6.62 p=0.00e+00 q=0.00e+00 d=0.41,t=9.38 p=0.00e+00 q=0.00e+00 d=0.63,t=2.94 p=3.70e-03 q=1.08e-02 d=0.31
wig vs bra,,,,,,,t=-2.59 p=1.03e-02 q=2.59e-02 d=0.25,t=3.25 p=1.40e-03 q=4.50e-03 d=0.31,t=3.17 p=1.80e-03 q=5.70e-03 d=0.26,t=7.22 p=0.00e+00 q=0.00e+00 d=0.61,t=7.97 p=0.00e+00 q=0.00e+00 d=0.77,
wig vs windsor,,,,,,,,,,t=3.30 p=1.20e-03 q=3.90e-03 d=0.37,t=4.45 p=0.00e+00 q=1.00e-04 d=0.51,t=-3.73 p=3.00e-04 q=1.00e-03 d=0.40
wig vs desk,,,,t=-3.06 p=2.60e-03 q=7.90e-03 d=0.30,,,,,,,,t=3.54 p=5.00e-04 q=1.90e-03 d=0.27
wig vs library,,,,,,,t=-5.34 p=0.00e+00 q=0.00e+00 d=0.57,t=-3.48 p=6.00e-04 q=2.30e-03 d=0.31,,t=-2.61 p=9.90e-03 q=2.51e-02 d=0.20,,
lipstick vs bra,t=-2.83 p=5.20e-03 q=1.45e-02 d=0.21,t=2.91 p=4.10e-03 q=1.18e-02 d=0.24,,,,,,,t=3.24 p=1.40e-03 q=4.60e-03 d=0.27,t=2.79 p=5.80e-03 q=1.58e-02 d=0.25,,t=-3.06 p=2.60e-03 q=7.90e-03 d=0.41
lipstick vs windsor,,,,,,,,,,,,t=-8.32 p=0.00e+00 q=0.00e+00 d=0.80
lipstick vs desk,,,,,,,,,,t=-4.56 p=0.00e+00 q=1.00e-04 d=0.49,t=-3.23 p=1.50e-03 q=4.80e-03 d=0.38,
lipstick vs library,,,,,,,t=-2.59 p=1.03e-02 q=2.58e-02 d=0.30,t=-3.83 p=2.00e-04 q=7.00e-04 d=0.44,,t=-6.91 p=0.00e+00 q=0.00e+00 d=0.68,t=-7.25 p=0.00e+00 q=0.00e+00 d=0.63,t=-3.40 p=8.00e-04 q=2.90e-03 d=0.42
bra vs windsor,,,,,,,,t=-2.68 p=8.00e-03 q=2.10e-02 d=0.24,t=-3.96 p=1.00e-04 q=5.00e-04 d=0.36,t=-2.54 p=1.18e-02 q=2.90e-02 d=0.27,t=-2.60 p=1.01e-02 q=2.55e-02 d=0.22,
bra vs desk,,,,,,,,t=-2.32 p=2.13e-02 q=4.82e-02 d=0.25,t=-2.93 p=3.90e-03 q=1.12e-02 d=0.30,t=-5.94 p=0.00e+00 q=0.00e+00 d=0.68,t=-4.30 p=0.00e+00 q=1.00e-04 d=0.51,t=4.26 p=0.00e+00 q=2.00e-04 d=0.36
bra vs library,,,,,,,t=-2.49 p=1.36e-02 q=3.27e-02 d=0.26,t=-4.81 p=0.00e+00 q=0.00e+00 d=0.56,t=-3.92 p=1.00e-04 q=6.00e-04 d=0.40,t=-8.78 p=0.00e+00 q=0.00e+00 d=0.89,t=-8.05 p=0.00e+00 q=0.00e+00 d=0.79,
windsor vs desk,,,,t=-2.35 p=1.97e-02 q=4.50e-02 d=0.25,,,,,,t=-4.42 p=0.00e+00 q=1.00e-04 d=0.46,t=-2.48 p=1.40e-02 q=3.36e-02 d=0.29,t=9.16 p=0.00e+00 q=0.00e+00 d=0.66
windsor vs library,,,,,,,t=-3.97 p=1.00e-04 q=5.00e-04 d=0.41,t=-3.93 p=1.00e-04 q=5.00e-04 d=0.41,,t=-5.32 p=0.00e+00 q=0.00e+00 d=0.64,t=-5.71 p=0.00e+00 q=0.00e+00 d=0.50,
desk vs library,,,,,,t=-2.80 p=5.60e-03 q=1.55e-02 d=0.22,t=-4.95 p=0.00e+00 q=0.00e+00 d=0.40,t=-3.83 p=2.00e-04 q=7.00e-04 d=0.32,,,,t=-3.16 p=1.80e-03 q=5.90e-03 d=0.39
