True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
academicgown vs bra,,,t=-3.69 p=3.00e-04 q=1.20e-03 d=0.17,,,,,t=4.71 p=0.00e+00 q=0.00e+00 d=0.44,t=2.69 p=7.80e-03 q=2.05e-02 d=0.25,t=6.15 p=0.00e+00 q=0.00e+00 d=0.47,t=7.70 p=0.00e+00 q=0.00e+00 d=0.71,t=7.84 p=0.00e+00 q=0.00e+00 d=0.92
academicgown vs windsor,,,,,t=2.69 p=7.70e-03 q=2.03e-02 d=0.15,,,t=3.71 p=3.00e-04 q=1.10e-03 d=0.26,t=4.08 p=1.00e-04 q=3.00e-04 d=0.24,t=4.74 p=0.00e+00 q=0.00e+00 d=0.32,t=12.95 p=0.00e+00 q=0.00e+00 d=0.51,t=19.46 p=0.00e+00 q=0.00e+00 d=0.80
academicgown vs desk,,t=2.69 p=7.80e-03 q=2.05e-02 d=0.10,,,t=2.98 p=3.30e-03 q=9.70e-03 d=0.25,t=3.04 p=2.70e-03 q=8.20e-03 d=0.25,t=4.26 p=0.00e+00 q=2.00e-04 d=0.35,t=5.47 p=0.00e+00 q=0.00e+00 d=0.40,t=4.80 p=0.00e+00 q=0.00e+00 d=0.35,,,t=19.53 p=0.00e+00 q=0.00e+00 d=1.42
academicgown vs library,,,,,,,t=3.22 p=1.50e-03 q=4.90e-03 d=0.28,t=4.14 p=1.00e-04 q=3.00e-04 d=0.31,,,,t=5.38 p=0.00e+00 q=0.00e+00 d=0.61
pajamas vs oscilloscope,t=-2.74 p=6.80e-03 q=1.82e-02 d=0.23,,,,,t=2.43 p=1.60e-02 q=3.76e-02 d=0.24,t=3.05 p=2.60e-03 q=7.90e-03 d=0.28,,t=3.03 p=2.80e-03 q=8.40e-03 d=0.31,,t=8.18 p=0.00e+00 q=0.00e+00 d=1.03,t=14.21 p=0.00e+00 q=0.00e+00 d=1.98
pajamas vs suit,,,,,,,t=3.47 p=7.00e-04 q=2.40e-03 d=0.29,,t=5.70 p=0.00e+00 q=0.00e+00 d=0.43,,t=8.96 p=0.00e+00 q=0.00e+00 d=1.20,t=7.26 p=0.00e+00 q=0.00e+00 d=1.02
pajamas vs notePC,,,t=-2.38 p=1.84e-02 q=4.25e-02 d=0.10,t=-2.55 p=1.16e-02 q=2.86e-02 d=0.11,t=-2.37 p=1.90e-02 q=4.36e-02 d=0.14,,t=2.74 p=6.80e-03 q=1.82e-02 d=0.20,t=2.41 p=1.70e-02 q=3.96e-02 d=0.17,,,t=7.39 p=0.00e+00 q=0.00e+00 d=0.97,t=9.35 p=0.00e+00 q=0.00e+00 d=1.17
pajamas vs sunscreen,,,,,t=-3.12 p=2.10e-03 q=6.50e-03 d=0.20,,,t=2.69 p=7.80e-03 q=2.05e-02 d=0.22,t=3.29 p=1.20e-03 q=4.00e-03 d=0.28,t=4.08 p=1.00e-04 q=3.00e-04 d=0.33,t=13.38 p=0.00e+00 q=0.00e+00 d=1.18,t=10.46 p=0.00e+00 q=0.00e+00 d=0.98
pajamas vs wig,,t=-3.71 p=3.00e-04 q=1.10e-03 d=0.10,,,,,t=3.11 p=2.20e-03 q=6.70e-03 d=0.25,,t=3.91 p=1.00e-04 q=6.00e-04 d=0.27,,t=4.02 p=1.00e-04 q=4.00e-04 d=0.29,t=10.04 p=0.00e+00 q=0.00e+00 d=0.96
pajamas vs lipstick,,,t=-2.32 p=2.14e-02 q=4.83e-02 d=0.15,,,,,,t=3.02 p=2.90e-03 q=8.70e-03 d=0.27,t=3.13 p=2.00e-03 q=6.30e-03 d=0.20,t=11.52 p=0.00e+00 q=0.00e+00 d=1.11,t=12.06 p=0.00e+00 q=0.00e+00 d=1.51
pajamas vs bra,,,,,t=-2.90 p=4.20e-03 q=1.19e-02 d=0.14,,,t=2.34 p=2.01e-02 q=4.58e-02 d=0.17,t=3.79 p=2.00e-04 q=8.00e-04 d=0.24,t=5.00 p=0.00e+00 q=0.00e+00 d=0.26,t=17.20 p=0.00e+00 q=0.00e+00 d=1.23,t=9.10 p=0.00e+00 q=0.00e+00 d=0.74
pajamas vs windsor,,,,,,,,,t=2.92 p=3.90e-03 q=1.12e-02 d=0.23,,t=10.32 p=0.00e+00 q=0.00e+00 d=1.01,t=4.10 p=1.00e-04 q=3.00e-04 d=0.59
pajamas vs desk,,t=3.36 p=9.00e-04 q=3.20e-03 d=0.12,,,,t=3.38 p=9.00e-04 q=3.10e-03 d=0.26,t=4.98 p=0.00e+00 q=0.00e+00 d=0.36,,t=3.64 p=4.00e-04 q=1.40e-03 d=0.33,,t=4.69 p=0.00e+00 q=0.00e+00 d=0.58,t=10.50 p=0.00e+00 q=0.00e+00 d=1.20
pajamas vs library,,,,,,,t=3.30 p=1.20e-03 q=3.90e-03 d=0.30,,,t=-3.33 p=1.10e-03 q=3.60e-03 d=0.29,t=3.80 p=2.00e-04 q=8.00e-04 d=0.45,t=4.82 p=0.00e+00 q=0.00e+00 d=0.50
oscilloscope vs suit,t=2.77 p=6.20e-03 q=1.68e-02 d=0.24,,,,,t=-2.84 p=5.00e-03 q=1.38e-02 d=0.29,,,,,t=6.91 p=0.00e+00 q=0.00e+00 d=0.35,t=-3.25 p=1.40e-03 q=4.50e-03 d=0.23
oscilloscope vs notePC,t=2.87 p=4.60e-03 q=1.29e-02 d=0.24,,,,t=-2.36 p=1.95e-02 q=4.47e-02 d=0.22,,,t=2.40 p=1.72e-02 q=4.02e-02 d=0.21,t=-3.01 p=3.00e-03 q=8.90e-03 d=0.25,,,
oscilloscope vs sunscreen,t=2.66 p=8.50e-03 q=2.19e-02 d=0.23,,,,t=-2.89 p=4.30e-03 q=1.21e-02 d=0.28,t=-2.52 p=1.26e-02 q=3.07e-02 d=0.22,t=-4.56 p=0.00e+00 q=1.00e-04 d=0.44,t=2.36 p=1.91e-02 q=4.39e-02 d=0.25,,t=3.09 p=2.30e-03 q=7.10e-03 d=0.25,,t=-2.44 p=1.57e-02 q=3.71e-02 d=0.31
oscilloscope vs wig,t=2.47 p=1.44e-02 q=3.43e-02 d=0.21,,,,,t=-3.94 p=1.00e-04 q=5.00e-04 d=0.42,,,,,t=-8.51 p=0.00e+00 q=0.00e+00 d=0.72,t=-6.44 p=0.00e+00 q=0.00e+00 d=0.70
oscilloscope vs lipstick,t=2.45 p=1.51e-02 q=3.58e-02 d=0.19,,t=-3.04 p=2.70e-03 q=8.20e-03 d=0.25,,t=-2.58 p=1.07e-02 q=2.67e-02 d=0.23,t=-3.33 p=1.00e-03 q=3.50e-03 d=0.28,t=-4.08 p=1.00e-04 q=3.00e-04 d=0.36,,,,,t=-5.27 p=0.00e+00 q=0.00e+00 d=0.48
oscilloscope vs bra,t=2.63 p=9.20e-03 q=2.35e-02 d=0.23,,,,,t=-2.80 p=5.60e-03 q=1.55e-02 d=0.27,t=-3.13 p=2.00e-03 q=6.40e-03 d=0.31,,,,,t=-6.73 p=0.00e+00 q=0.00e+00 d=0.77
oscilloscope vs windsor,t=2.68 p=8.00e-03 q=2.08e-02 d=0.22,,,,,t=-3.08 p=2.40e-03 q=7.30e-03 d=0.30,t=-2.39 p=1.80e-02 q=4.17e-02 d=0.23,,,,,t=-41.87 p=0.00e+00 q=0.00e+00 d=1.24
oscilloscope vs desk,t=2.96 p=3.50e-03 q=1.02e-02 d=0.23,,,,,,,,,,t=-3.03 p=2.80e-03 q=8.50e-03 d=0.30,t=-5.27 p=0.00e+00 q=0.00e+00 d=0.35
oscilloscope vs library,t=2.75 p=6.60e-03 q=1.77e-02 d=0.23,,,,,t=-2.33 p=2.11e-02 q=4.78e-02 d=0.20,,,t=-2.51 p=1.31e-02 q=3.17e-02 d=0.25,t=-7.07 p=0.00e+00 q=0.00e+00 d=0.45,t=-8.30 p=0.00e+00 q=0.00e+00 d=0.52,t=-6.82 p=0.00e+00 q=0.00e+00 d=0.70
suit vs notePC,,,,t=-2.36 p=1.92e-02 q=4.39e-02 d=0.14,,,,,t=-5.19 p=0.00e+00 q=0.00e+00 d=0.41,,t=-6.47 p=0.00e+00 q=0.00e+00 d=0.42,
suit vs sunscreen,,,,,t=-2.39 p=1.79e-02 q=4.16e-02 d=0.19,,t=-5.36 p=0.00e+00 q=0.00e+00 d=0.45,,,,,
suit vs wig,,t=-4.72 p=0.00e+00 q=0.00e+00 d=0.16,,,,,,,t=-2.48 p=1.42e-02 q=3.40e-02 d=0.20,t=-2.39 p=1.79e-02 q=4.15e-02 d=0.21,t=-8.54 p=0.00e+00 q=0.00e+00 d=0.95,t=-2.49 p=1.36e-02 q=3.28e-02 d=0.27
suit vs lipstick,,t=-2.99 p=3.20e-03 q=9.30e-03 d=0.16,t=-2.49 p=1.38e-02 q=3.31e-02 d=0.19,,,,t=-4.44 p=0.00e+00 q=1.00e-04 d=0.37,,,,t=-3.63 p=4.00e-04 q=1.40e-03 d=0.31,
suit vs bra,,,,,,,t=-3.81 p=2.00e-04 q=8.00e-04 d=0.32,,,,t=-2.58 p=1.06e-02 q=2.64e-02 d=0.30,t=-3.03 p=2.80e-03 q=8.50e-03 d=0.35
suit vs windsor,,,,,,,t=-3.49 p=6.00e-04 q=2.20e-03 d=0.23,,t=-4.92 p=0.00e+00 q=0.00e+00 d=0.25,,t=-4.71 p=0.00e+00 q=0.00e+00 d=0.40,t=-11.65 p=0.00e+00 q=0.00e+00 d=0.58
suit vs desk,,,,,,t=3.81 p=2.00e-04 q=8.00e-04 d=0.31,,,t=-2.32 p=2.12e-02 q=4.80e-02 d=0.17,t=-2.86 p=4.70e-03 q=1.32e-02 d=0.24,t=-6.30 p=0.00e+00 q=0.00e+00 d=0.56,
suit vs library,,,,,,,,,t=-5.99 p=0.00e+00 q=0.00e+00 d=0.39,t=-6.04 p=0.00e+00 q=0.00e+00 d=0.47,t=-12.22 p=0.00e+00 q=0.00e+00 d=0.77,t=-3.67 p=3.00e-04 q=1.20e-03 d=0.38
notePC vs sunscreen,,,,,,,t=-5.36 p=0.00e+00 q=0.00e+00 d=0.36,,,t=3.98 p=1.00e-04 q=4.00e-04 d=0.33,,
notePC vs wig,,t=-3.04 p=2.70e-03 q=8.10e-03 d=0.10,,,,t=-3.34 p=1.00e-03 q=3.40e-03 d=0.26,,,t=2.52 p=1.25e-02 q=3.04e-02 d=0.19,,t=-5.21 p=0.00e+00 q=0.00e+00 d=0.67,t=-3.99 p=1.00e-04 q=4.00e-04 d=0.45
notePC vs lipstick,,,,,,,t=-3.41 p=8.00e-04 q=2.80e-03 d=0.26,t=-2.62 p=9.50e-03 q=2.41e-02 d=0.21,,,,
notePC vs bra,,,,,,t=-2.35 p=1.96e-02 q=4.48e-02 d=0.12,t=-3.27 p=1.30e-03 q=4.30e-03 d=0.22,,,t=3.86 p=2.00e-04 q=7.00e-04 d=0.25,,t=-5.29 p=0.00e+00 q=0.00e+00 d=0.52
notePC vs windsor,,,t=3.15 p=1.90e-03 q=6.00e-03 d=0.24,t=2.58 p=1.07e-02 q=2.68e-02 d=0.18,,,,t=-3.11 p=2.20e-03 q=6.80e-03 d=0.26,,,,t=-13.54 p=0.00e+00 q=0.00e+00 d=0.75
notePC vs desk,,t=3.63 p=4.00e-04 q=1.40e-03 d=0.12,t=4.33 p=0.00e+00 q=1.00e-04 d=0.20,,t=3.85 p=2.00e-04 q=7.00e-04 d=0.26,,t=2.91 p=4.10e-03 q=1.16e-02 d=0.18,,t=3.43 p=8.00e-04 q=2.70e-03 d=0.27,,t=-2.55 p=1.17e-02 q=2.88e-02 d=0.24,t=-3.32 p=1.10e-03 q=3.60e-03 d=0.23
notePC vs library,,,t=3.86 p=2.00e-04 q=7.00e-04 d=0.22,,,,,,,t=-5.21 p=0.00e+00 q=0.00e+00 d=0.40,t=-6.96 p=0.00e+00 q=0.00e+00 d=0.46,t=-6.40 p=0.00e+00 q=0.00e+00 d=0.53
sunscreen vs wig,,t=-2.98 p=3.30e-03 q=9.70e-03 d=0.11,,,,,t=4.55 p=0.00e+00 q=1.00e-04 d=0.41,t=-2.32 p=2.15e-02 q=4.85e-02 d=0.20,,t=-5.48 p=0.00e+00 q=0.00e+00 d=0.36,t=-12.47 p=0.00e+00 q=0.00e+00 d=0.90,t=-2.56 p=1.14e-02 q=2.82e-02 d=0.21
sunscreen vs lipstick,,t=-2.42 p=1.67e-02 q=3.90e-02 d=0.11,,,,,,t=-5.14 p=0.00e+00 q=0.00e+00 d=0.25,,t=-2.53 p=1.22e-02 q=2.99e-02 d=0.17,,
sunscreen vs bra,,,,,,,t=2.85 p=4.90e-03 q=1.38e-02 d=0.14,,,,,t=-3.32 p=1.10e-03 q=3.70e-03 d=0.29
sunscreen vs windsor,,,t=2.95 p=3.60e-03 q=1.05e-02 d=0.22,,t=2.92 p=4.00e-03 q=1.14e-02 d=0.24,,t=3.17 p=1.80e-03 q=5.70e-03 d=0.27,t=-3.58 p=4.00e-04 q=1.70e-03 d=0.30,,t=-2.31 p=2.23e-02 q=5.00e-02 d=0.22,,t=-4.29 p=0.00e+00 q=1.00e-04 d=0.53
sunscreen vs desk,,t=2.43 p=1.61e-02 q=3.79e-02 d=0.10,t=3.32 p=1.10e-03 q=3.70e-03 d=0.19,,t=3.88 p=1.00e-04 q=6.00e-04 d=0.33,t=2.78 p=6.00e-03 q=1.63e-02 d=0.24,t=5.81 p=0.00e+00 q=0.00e+00 d=0.50,,,t=-3.66 p=3.00e-04 q=1.30e-03 d=0.40,t=-4.85 p=0.00e+00 q=0.00e+00 d=0.46,
sunscreen vs library,,,t=3.26 p=1.30e-03 q=4.30e-03 d=0.21,,,,t=4.50 p=0.00e+00 q=1.00e-04 d=0.45,,,t=-7.60 p=0.00e+00 q=0.00e+00 d=0.67,t=-5.78 p=0.00e+00 q=0.00e+00 d=0.69,t=-2.76 p=6.30e-03 q=1.71e-02 d=0.34
wig vs lipstick,,,,t=-2.31 p=2.19e-02 q=4.92e-02 d=0.13,,,t=-4.43 p=0.00e+00 q=1.00e-04 d=0.32,,,t=4.38 p=0.00e+00 q=1.00e-04 d=0.23,t=13.41 p=0.00e+00 q=0.00e+00 d=0.81,t=2.98 p=3.30e-03 q=9.60e-03 d=0.31
wig vs bra,,t=2.63 p=9.10e-03 q=2.34e-02 d=0.08,,,,,t=-3.47 p=6.00e-04 q=2.30e-03 d=0.28,,,t=4.26 p=0.00e+00 q=2.00e-04 d=0.29,t=8.76 p=0.00e+00 q=0.00e+00 d=0.90,
wig vs windsor,,t=2.72 p=7.30e-03 q=1.92e-02 d=0.13,,,t=2.59 p=1.04e-02 q=2.60e-02 d=0.19,,,,,,t=6.43 p=0.00e+00 q=0.00e+00 d=0.70,t=-3.78 p=2.00e-04 q=9.00e-04 d=0.40
wig vs desk,,t=5.21 p=0.00e+00 q=0.00e+00 d=0.23,,,t=2.91 p=4.00e-03 q=1.16e-02 d=0.28,t=4.63 p=0.00e+00 q=0.00e+00 d=0.44,,,,,t=2.73 p=6.90e-03 q=1.85e-02 d=0.33,t=3.59 p=4.00e-04 q=1.60e-03 d=0.27
wig vs library,,t=4.44 p=0.00e+00 q=1.00e-04 d=0.17,,,,t=3.01 p=3.00e-03 q=8.90e-03 d=0.24,,,,t=-3.43 p=8.00e-04 q=2.70e-03 d=0.25,,
lipstick vs bra,,,,,,,,t=3.30 p=1.20e-03 q=3.90e-03 d=0.20,,,,t=-3.10 p=2.20e-03 q=7.00e-03 d=0.41
lipstick vs windsor,,t=2.71 p=7.40e-03 q=1.95e-02 d=0.14,t=3.93 p=1.00e-04 q=5.00e-04 d=0.31,t=2.88 p=4.50e-03 q=1.27e-02 d=0.20,t=2.39 p=1.80e-02 q=4.18e-02 d=0.19,,,,,,,t=-8.43 p=0.00e+00 q=0.00e+00 d=0.80
lipstick vs desk,,t=3.83 p=2.00e-04 q=7.00e-04 d=0.23,t=3.84 p=2.00e-04 q=7.00e-04 d=0.27,,t=3.27 p=1.30e-03 q=4.30e-03 d=0.29,t=3.33 p=1.10e-03 q=3.60e-03 d=0.30,t=5.44 p=0.00e+00 q=0.00e+00 d=0.43,,,t=-2.63 p=9.30e-03 q=2.39e-02 d=0.27,t=-3.15 p=1.90e-03 q=6.00e-03 d=0.35,
lipstick vs library,,t=2.97 p=3.40e-03 q=9.80e-03 d=0.17,t=3.65 p=3.00e-04 q=1.30e-03 d=0.29,,,,t=4.07 p=1.00e-04 q=3.00e-04 d=0.37,,,t=-6.90 p=0.00e+00 q=0.00e+00 d=0.55,t=-8.03 p=0.00e+00 q=0.00e+00 d=0.59,t=-3.45 p=7.00e-04 q=2.50e-03 d=0.42
bra vs windsor,,,t=2.86 p=4.70e-03 q=1.32e-02 d=0.19,,t=2.46 p=1.49e-02 q=3.54e-02 d=0.17,,,t=-2.85 p=4.90e-03 q=1.36e-02 d=0.24,,,,
bra vs desk,,t=3.22 p=1.50e-03 q=4.90e-03 d=0.13,t=2.68 p=8.00e-03 q=2.09e-02 d=0.16,,t=3.19 p=1.70e-03 q=5.40e-03 d=0.26,t=3.35 p=1.00e-03 q=3.30e-03 d=0.28,t=4.64 p=0.00e+00 q=0.00e+00 d=0.38,,,t=-3.12 p=2.10e-03 q=6.70e-03 d=0.32,t=-3.51 p=6.00e-04 q=2.10e-03 d=0.40,t=4.32 p=0.00e+00 q=1.00e-04 d=0.36
bra vs library,,,t=2.89 p=4.30e-03 q=1.23e-02 d=0.18,,,,t=3.32 p=1.10e-03 q=3.70e-03 d=0.32,,,t=-6.57 p=0.00e+00 q=0.00e+00 d=0.58,t=-6.56 p=0.00e+00 q=0.00e+00 d=0.66,
windsor vs desk,,,,,,t=3.57 p=4.00e-04 q=1.70e-03 d=0.32,t=3.47 p=6.00e-04 q=2.30e-03 d=0.31,,,,,t=9.29 p=0.00e+00 q=0.00e+00 d=0.66
windsor vs library,,,,,,,t=2.50 p=1.33e-02 q=3.21e-02 d=0.24,,,t=-4.75 p=0.00e+00 q=0.00e+00 d=0.44,t=-5.97 p=0.00e+00 q=0.00e+00 d=0.49,
desk vs library,,,,,t=-2.54 p=1.20e-02 q=2.95e-02 d=0.15,t=-3.18 p=1.70e-03 q=5.60e-03 d=0.22,,,t=-4.22 p=0.00e+00 q=2.00e-04 d=0.27,t=-3.33 p=1.10e-03 q=3.60e-03 d=0.23,,t=-3.20 p=1.60e-03 q=5.20e-03 d=0.39
