True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
miniskirt vs notePC,,,t=3.66 p=3.00e-04 q=1.30e-03 d=0.29,t=5.18 p=0.00e+00 q=0.00e+00 d=0.38,,,t=-4.13 p=1.00e-04 q=3.00e-04 d=0.35,t=-4.29 p=0.00e+00 q=1.00e-04 d=0.31,t=-4.76 p=0.00e+00 q=0.00e+00 d=0.48,t=4.93 p=0.00e+00 q=0.00e+00 d=0.40,t=8.49 p=0.00e+00 q=0.00e+00 d=0.84,t=14.42 p=0.00e+00 q=0.00e+00 d=1.23
miniskirt vs sunscreen,,,t=2.77 p=6.20e-03 q=1.67e-02 d=0.25,t=4.20 p=0.00e+00 q=2.00e-04 d=0.32,,,t=-5.09 p=0.00e+00 q=0.00e+00 d=0.48,t=-6.24 p=0.00e+00 q=0.00e+00 d=0.47,t=-7.94 p=0.00e+00 q=0.00e+00 d=0.73,t=4.74 p=0.00e+00 q=0.00e+00 d=0.36,t=10.44 p=0.00e+00 q=0.00e+00 d=1.07,t=8.79 p=0.00e+00 q=0.00e+00 d=1.02
miniskirt vs wig,,,,,,t=-2.61 p=9.70e-03 q=2.46e-02 d=0.25,t=-3.78 p=2.00e-04 q=9.00e-04 d=0.34,t=-2.45 p=1.51e-02 q=3.58e-02 d=0.25,t=-5.10 p=0.00e+00 q=0.00e+00 d=0.40,t=-2.88 p=4.50e-03 q=1.27e-02 d=0.28,t=4.12 p=1.00e-04 q=3.00e-04 d=0.41,t=14.21 p=0.00e+00 q=0.00e+00 d=0.87
miniskirt vs lipstick,t=-3.16 p=1.80e-03 q=5.80e-03 d=0.31,t=-3.41 p=8.00e-04 q=2.80e-03 d=0.36,t=3.76 p=2.00e-04 q=9.00e-04 d=0.44,,,t=-3.07 p=2.50e-03 q=7.60e-03 d=0.32,t=-7.29 p=0.00e+00 q=0.00e+00 d=0.65,t=-4.71 p=0.00e+00 q=0.00e+00 d=0.40,,,t=9.23 p=0.00e+00 q=0.00e+00 d=1.00,t=15.99 p=0.00e+00 q=0.00e+00 d=0.76
miniskirt vs bra,,,t=3.80 p=2.00e-04 q=8.00e-04 d=0.30,t=4.22 p=0.00e+00 q=2.00e-04 d=0.32,,t=2.61 p=9.70e-03 q=2.46e-02 d=0.19,t=-8.36 p=0.00e+00 q=0.00e+00 d=0.63,t=-2.87 p=4.60e-03 q=1.29e-02 d=0.19,t=-4.90 p=0.00e+00 q=0.00e+00 d=0.29,t=-2.65 p=8.70e-03 q=2.24e-02 d=0.21,t=7.59 p=0.00e+00 q=0.00e+00 d=0.88,t=10.91 p=0.00e+00 q=0.00e+00 d=0.53
miniskirt vs windsor,t=-5.82 p=0.00e+00 q=0.00e+00 d=0.61,t=-4.83 p=0.00e+00 q=0.00e+00 d=0.56,,t=-5.63 p=0.00e+00 q=0.00e+00 d=0.61,,,t=-3.29 p=1.20e-03 q=4.10e-03 d=0.37,t=-3.28 p=1.30e-03 q=4.20e-03 d=0.34,t=-11.90 p=0.00e+00 q=0.00e+00 d=1.26,t=-2.51 p=1.28e-02 q=3.11e-02 d=0.28,t=7.76 p=0.00e+00 q=0.00e+00 d=0.72,t=11.50 p=0.00e+00 q=0.00e+00 d=1.31
miniskirt vs desk,t=-2.59 p=1.04e-02 q=2.60e-02 d=0.15,,,t=3.53 p=5.00e-04 q=2.00e-03 d=0.29,t=-5.97 p=0.00e+00 q=0.00e+00 d=0.60,,t=-4.42 p=0.00e+00 q=1.00e-04 d=0.43,,t=-2.45 p=1.51e-02 q=3.57e-02 d=0.29,t=2.47 p=1.46e-02 q=3.47e-02 d=0.22,t=6.89 p=0.00e+00 q=0.00e+00 d=0.53,t=7.78 p=0.00e+00 q=0.00e+00 d=0.89
miniskirt vs library,t=-2.58 p=1.07e-02 q=2.68e-02 d=0.16,,,,t=-4.62 p=0.00e+00 q=0.00e+00 d=0.46,,,,,,t=13.79 p=0.00e+00 q=0.00e+00 d=1.31,t=8.89 p=0.00e+00 q=0.00e+00 d=1.04
academicgown vs pajamas,t=5.04 p=0.00e+00 q=0.00e+00 d=0.46,t=3.41 p=8.00e-04 q=2.80e-03 d=0.30,t=-3.24 p=1.40e-03 q=4.70e-03 d=0.31,t=7.88 p=0.00e+00 q=0.00e+00 d=0.68,,,t=5.75 p=0.00e+00 q=0.00e+00 d=0.45,t=7.49 p=0.00e+00 q=0.00e+00 d=0.62,t=16.55 p=0.00e+00 q=0.00e+00 d=1.54,t=4.19 p=0.00e+00 q=2.00e-04 d=0.43,,t=-11.76 p=0.00e+00 q=0.00e+00 d=0.77
academicgown vs oscilloscope,t=4.21 p=0.00e+00 q=2.00e-04 d=0.37,t=3.32 p=1.10e-03 q=3.70e-03 d=0.31,,t=6.01 p=0.00e+00 q=0.00e+00 d=0.48,,,t=6.21 p=0.00e+00 q=0.00e+00 d=0.52,,t=7.79 p=0.00e+00 q=0.00e+00 d=0.68,t=5.61 p=0.00e+00 q=0.00e+00 d=0.58,,t=-12.87 p=0.00e+00 q=0.00e+00 d=1.57
academicgown vs suit,t=4.79 p=0.00e+00 q=0.00e+00 d=0.43,,,t=2.72 p=7.10e-03 q=1.88e-02 d=0.25,,,t=8.43 p=0.00e+00 q=0.00e+00 d=0.69,,,,t=4.56 p=0.00e+00 q=1.00e-04 d=0.29,t=-15.98 p=0.00e+00 q=0.00e+00 d=1.12
academicgown vs notePC,t=5.22 p=0.00e+00 q=0.00e+00 d=0.48,t=4.70 p=0.00e+00 q=0.00e+00 d=0.46,,t=9.06 p=0.00e+00 q=0.00e+00 d=0.77,,,t=4.79 p=0.00e+00 q=0.00e+00 d=0.36,,t=13.23 p=0.00e+00 q=0.00e+00 d=1.10,t=6.27 p=0.00e+00 q=0.00e+00 d=0.66,t=4.09 p=1.00e-04 q=3.00e-04 d=0.36,t=-11.98 p=0.00e+00 q=0.00e+00 d=0.66
academicgown vs sunscreen,t=5.52 p=0.00e+00 q=0.00e+00 d=0.51,t=4.63 p=0.00e+00 q=0.00e+00 d=0.43,,t=8.25 p=0.00e+00 q=0.00e+00 d=0.71,,,,,t=5.73 p=0.00e+00 q=0.00e+00 d=0.63,t=5.91 p=0.00e+00 q=0.00e+00 d=0.63,t=8.87 p=0.00e+00 q=0.00e+00 d=0.61,t=-10.76 p=0.00e+00 q=0.00e+00 d=1.27
academicgown vs wig,t=5.19 p=0.00e+00 q=0.00e+00 d=0.49,t=3.11 p=2.20e-03 q=6.70e-03 d=0.31,t=-3.53 p=5.00e-04 q=2.00e-03 d=0.36,t=4.90 p=0.00e+00 q=0.00e+00 d=0.44,,t=-2.97 p=3.40e-03 q=1.00e-02 d=0.28,t=4.42 p=0.00e+00 q=1.00e-04 d=0.35,t=2.90 p=4.20e-03 q=1.21e-02 d=0.23,t=11.84 p=0.00e+00 q=0.00e+00 d=1.20,,,t=-20.30 p=0.00e+00 q=0.00e+00 d=1.02
academicgown vs lipstick,t=3.29 p=1.20e-03 q=4.00e-03 d=0.30,,t=2.57 p=1.11e-02 q=2.75e-02 d=0.24,,,t=-3.60 p=4.00e-04 q=1.60e-03 d=0.35,,,t=16.13 p=0.00e+00 q=0.00e+00 d=1.43,,t=5.82 p=0.00e+00 q=0.00e+00 d=0.50,t=-8.53 p=0.00e+00 q=0.00e+00 d=0.79
academicgown vs bra,t=5.42 p=0.00e+00 q=0.00e+00 d=0.49,t=4.19 p=0.00e+00 q=2.00e-04 d=0.38,,t=8.27 p=0.00e+00 q=0.00e+00 d=0.70,,,,,t=9.98 p=0.00e+00 q=0.00e+00 d=1.07,,t=4.03 p=1.00e-04 q=4.00e-04 d=0.32,t=-36.65 p=0.00e+00 q=0.00e+00 d=1.37
academicgown vs windsor,,,,t=-2.79 p=5.90e-03 q=1.61e-02 d=0.25,t=3.26 p=1.30e-03 q=4.40e-03 d=0.29,t=-2.46 p=1.48e-02 q=3.53e-02 d=0.19,t=5.21 p=0.00e+00 q=0.00e+00 d=0.42,,,,,t=-4.18 p=0.00e+00 q=2.00e-04 d=0.54
academicgown vs desk,t=4.42 p=0.00e+00 q=1.00e-04 d=0.42,t=4.53 p=0.00e+00 q=1.00e-04 d=0.44,,t=7.38 p=0.00e+00 q=0.00e+00 d=0.68,t=-3.47 p=6.00e-04 q=2.30e-03 d=0.32,,t=4.29 p=0.00e+00 q=1.00e-04 d=0.30,t=2.62 p=9.50e-03 q=2.41e-02 d=0.27,t=13.73 p=0.00e+00 q=0.00e+00 d=1.22,t=5.21 p=0.00e+00 q=0.00e+00 d=0.53,,t=-10.16 p=0.00e+00 q=0.00e+00 d=0.94
academicgown vs library,t=4.91 p=0.00e+00 q=0.00e+00 d=0.42,t=4.32 p=0.00e+00 q=1.00e-04 d=0.38,,t=6.28 p=0.00e+00 q=0.00e+00 d=0.48,,,t=8.90 p=0.00e+00 q=0.00e+00 d=0.71,t=3.10 p=2.30e-03 q=7.10e-03 d=0.33,t=15.92 p=0.00e+00 q=0.00e+00 d=1.29,t=3.35 p=1.00e-03 q=3.30e-03 d=0.35,t=10.44 p=0.00e+00 q=0.00e+00 d=0.99,t=-8.95 p=0.00e+00 q=0.00e+00 d=1.06
pajamas vs oscilloscope,,,t=6.24 p=0.00e+00 q=0.00e+00 d=0.45,t=-2.59 p=1.03e-02 q=2.58e-02 d=0.16,,t=-2.43 p=1.62e-02 q=3.80e-02 d=0.18,,t=-5.18 p=0.00e+00 q=0.00e+00 d=0.58,t=-6.98 p=0.00e+00 q=0.00e+00 d=0.78,,,t=-2.77 p=6.30e-03 q=1.70e-02 d=0.36
pajamas vs suit,,,,t=-5.01 p=0.00e+00 q=0.00e+00 d=0.42,,,,t=-5.87 p=0.00e+00 q=0.00e+00 d=0.62,t=-11.19 p=0.00e+00 q=0.00e+00 d=1.17,t=-3.10 p=2.20e-03 q=7.00e-03 d=0.31,t=2.63 p=9.20e-03 q=2.37e-02 d=0.21,
pajamas vs notePC,,t=3.37 p=9.00e-04 q=3.20e-03 d=0.17,t=5.72 p=0.00e+00 q=0.00e+00 d=0.38,t=3.05 p=2.60e-03 q=8.00e-03 d=0.08,,,,t=-7.90 p=0.00e+00 q=0.00e+00 d=0.54,t=-8.38 p=0.00e+00 q=0.00e+00 d=0.79,,t=4.15 p=1.00e-04 q=2.00e-04 d=0.29,t=6.23 p=0.00e+00 q=0.00e+00 d=0.39
pajamas vs sunscreen,t=3.93 p=1.00e-04 q=5.00e-04 d=0.05,t=2.77 p=6.10e-03 q=1.66e-02 d=0.15,t=5.42 p=0.00e+00 q=0.00e+00 d=0.34,,,,,t=-10.56 p=0.00e+00 q=0.00e+00 d=0.70,t=-10.34 p=0.00e+00 q=0.00e+00 d=0.99,,t=7.53 p=0.00e+00 q=0.00e+00 d=0.53,
pajamas vs wig,,,,t=-3.95 p=1.00e-04 q=5.00e-04 d=0.24,,t=-3.22 p=1.50e-03 q=4.90e-03 d=0.28,,t=-6.42 p=0.00e+00 q=0.00e+00 d=0.51,t=-8.71 p=0.00e+00 q=0.00e+00 d=0.71,t=-3.84 p=2.00e-04 q=7.00e-04 d=0.40,,
pajamas vs lipstick,,t=-2.61 p=9.90e-03 q=2.50e-02 d=0.22,t=5.14 p=0.00e+00 q=0.00e+00 d=0.53,t=-5.72 p=0.00e+00 q=0.00e+00 d=0.50,,t=-3.71 p=3.00e-04 q=1.10e-03 d=0.35,t=-3.56 p=5.00e-04 q=1.80e-03 d=0.36,t=-8.31 p=0.00e+00 q=0.00e+00 d=0.62,t=-2.59 p=1.04e-02 q=2.60e-02 d=0.23,t=-2.89 p=4.30e-03 q=1.21e-02 d=0.32,t=6.13 p=0.00e+00 q=0.00e+00 d=0.40,
pajamas vs bra,t=2.31 p=2.19e-02 q=4.92e-02 d=0.03,,t=5.98 p=0.00e+00 q=0.00e+00 d=0.39,,,t=2.63 p=9.20e-03 q=2.35e-02 d=0.14,t=-4.52 p=0.00e+00 q=1.00e-04 d=0.36,t=-6.76 p=0.00e+00 q=0.00e+00 d=0.38,t=-7.76 p=0.00e+00 q=0.00e+00 d=0.55,t=-3.78 p=2.00e-04 q=9.00e-04 d=0.35,t=4.52 p=0.00e+00 q=1.00e-04 d=0.23,t=-11.56 p=0.00e+00 q=0.00e+00 d=0.49
pajamas vs windsor,t=-4.35 p=0.00e+00 q=1.00e-04 d=0.46,t=-4.63 p=0.00e+00 q=0.00e+00 d=0.42,,t=-8.81 p=0.00e+00 q=0.00e+00 d=0.94,t=2.92 p=3.90e-03 q=1.13e-02 d=0.30,,,t=-6.57 p=0.00e+00 q=0.00e+00 d=0.61,t=-14.38 p=0.00e+00 q=0.00e+00 d=1.47,t=-3.89 p=1.00e-04 q=6.00e-04 d=0.40,,t=4.65 p=0.00e+00 q=0.00e+00 d=0.50
pajamas vs desk,,t=2.42 p=1.66e-02 q=3.88e-02 d=0.14,t=3.44 p=7.00e-04 q=2.60e-03 d=0.25,,t=-4.40 p=0.00e+00 q=1.00e-04 d=0.35,,,t=-4.45 p=0.00e+00 q=1.00e-04 d=0.42,t=-5.66 p=0.00e+00 q=0.00e+00 d=0.58,,t=-2.43 p=1.63e-02 q=3.81e-02 d=0.20,
pajamas vs library,,,t=4.06 p=1.00e-04 q=3.00e-04 d=0.30,t=-3.16 p=1.80e-03 q=5.80e-03 d=0.19,t=-2.62 p=9.60e-03 q=2.43e-02 d=0.23,,t=2.68 p=8.10e-03 q=2.11e-02 d=0.23,t=-3.54 p=5.00e-04 q=1.90e-03 d=0.39,t=-3.49 p=6.00e-04 q=2.20e-03 d=0.37,t=-2.58 p=1.06e-02 q=2.65e-02 d=0.26,t=8.97 p=0.00e+00 q=0.00e+00 d=0.94,
oscilloscope vs suit,,,t=-3.27 p=1.30e-03 q=4.30e-03 d=0.36,t=-2.62 p=9.70e-03 q=2.46e-02 d=0.24,t=3.41 p=8.00e-04 q=2.80e-03 d=0.42,,,,t=-5.64 p=0.00e+00 q=0.00e+00 d=0.52,t=-3.02 p=2.90e-03 q=8.80e-03 d=0.30,t=3.66 p=3.00e-04 q=1.30e-03 d=0.36,t=8.38 p=0.00e+00 q=0.00e+00 d=0.98
oscilloscope vs notePC,,,,t=3.96 p=1.00e-04 q=5.00e-04 d=0.24,t=2.49 p=1.37e-02 q=3.30e-02 d=0.16,t=2.68 p=8.10e-03 q=2.10e-02 d=0.19,,,t=2.59 p=1.04e-02 q=2.61e-02 d=0.21,t=3.64 p=4.00e-04 q=1.40e-03 d=0.30,t=3.68 p=3.00e-04 q=1.20e-03 d=0.41,t=9.72 p=0.00e+00 q=0.00e+00 d=1.25
oscilloscope vs sunscreen,t=2.68 p=8.00e-03 q=2.08e-02 d=0.11,,,t=3.14 p=2.00e-03 q=6.30e-03 d=0.19,t=2.71 p=7.30e-03 q=1.93e-02 d=0.20,,t=-3.36 p=1.00e-03 q=3.30e-03 d=0.27,,,t=2.60 p=1.02e-02 q=2.56e-02 d=0.25,t=6.79 p=0.00e+00 q=0.00e+00 d=0.74,t=11.57 p=0.00e+00 q=0.00e+00 d=0.74
oscilloscope vs wig,,,t=-4.90 p=0.00e+00 q=0.00e+00 d=0.51,,t=2.56 p=1.13e-02 q=2.80e-02 d=0.29,,,,t=2.55 p=1.15e-02 q=2.84e-02 d=0.30,t=-4.58 p=0.00e+00 q=0.00e+00 d=0.51,,t=2.58 p=1.08e-02 q=2.68e-02 d=0.34
oscilloscope vs lipstick,,t=-2.84 p=5.00e-03 q=1.39e-02 d=0.24,,t=-3.37 p=9.00e-04 q=3.20e-03 d=0.31,t=3.54 p=5.00e-04 q=1.90e-03 d=0.31,,t=-4.15 p=1.00e-04 q=2.00e-04 d=0.43,,t=6.78 p=0.00e+00 q=0.00e+00 d=0.62,t=-2.71 p=7.40e-03 q=1.96e-02 d=0.30,t=6.37 p=0.00e+00 q=0.00e+00 d=0.63,
oscilloscope vs bra,,,,t=2.87 p=4.50e-03 q=1.28e-02 d=0.18,t=2.93 p=3.90e-03 q=1.12e-02 d=0.24,t=3.61 p=4.00e-04 q=1.50e-03 d=0.30,t=-4.96 p=0.00e+00 q=0.00e+00 d=0.42,,t=2.33 p=2.09e-02 q=4.73e-02 d=0.30,t=-3.32 p=1.10e-03 q=3.70e-03 d=0.39,t=3.80 p=2.00e-04 q=8.00e-04 d=0.41,
oscilloscope vs windsor,t=-3.75 p=2.00e-04 q=1.00e-03 d=0.37,t=-5.05 p=0.00e+00 q=0.00e+00 d=0.43,t=-3.04 p=2.80e-03 q=8.30e-03 d=0.35,t=-8.16 p=0.00e+00 q=0.00e+00 d=0.73,t=4.35 p=0.00e+00 q=1.00e-04 d=0.47,,,,t=-8.93 p=0.00e+00 q=0.00e+00 d=0.74,t=-4.61 p=0.00e+00 q=0.00e+00 d=0.47,,t=14.74 p=0.00e+00 q=0.00e+00 d=1.51
oscilloscope vs desk,,,t=-3.47 p=7.00e-04 q=2.40e-03 d=0.21,,,,t=-2.60 p=1.01e-02 q=2.54e-02 d=0.20,,t=4.58 p=0.00e+00 q=0.00e+00 d=0.36,,,t=4.10 p=1.00e-04 q=3.00e-04 d=0.38
oscilloscope vs library,,,,,,,t=2.32 p=2.16e-02 q=4.87e-02 d=0.17,t=2.83 p=5.20e-03 q=1.44e-02 d=0.25,t=6.29 p=0.00e+00 q=0.00e+00 d=0.49,t=-2.39 p=1.77e-02 q=4.12e-02 d=0.25,t=10.65 p=0.00e+00 q=0.00e+00 d=1.10,t=7.72 p=0.00e+00 q=0.00e+00 d=0.74
suit vs notePC,,t=2.51 p=1.28e-02 q=3.11e-02 d=0.25,t=2.71 p=7.40e-03 q=1.96e-02 d=0.28,t=6.28 p=0.00e+00 q=0.00e+00 d=0.51,,,t=-2.79 p=5.80e-03 q=1.59e-02 d=0.26,,t=7.65 p=0.00e+00 q=0.00e+00 d=0.77,t=4.96 p=0.00e+00 q=0.00e+00 d=0.49,,t=10.72 p=0.00e+00 q=0.00e+00 d=0.60
suit vs sunscreen,,t=2.31 p=2.18e-02 q=4.91e-02 d=0.23,,t=5.07 p=0.00e+00 q=0.00e+00 d=0.45,,,t=-3.86 p=2.00e-04 q=7.00e-04 d=0.40,,t=4.13 p=1.00e-04 q=3.00e-04 d=0.46,t=4.19 p=0.00e+00 q=2.00e-04 d=0.45,,t=-3.03 p=2.80e-03 q=8.40e-03 d=0.39
suit vs wig,,,,,,,t=-2.84 p=5.10e-03 q=1.41e-02 d=0.24,,t=8.73 p=0.00e+00 q=0.00e+00 d=0.83,,,t=-3.82 p=2.00e-04 q=8.00e-04 d=0.32
suit vs lipstick,,,t=3.75 p=2.00e-04 q=1.00e-03 d=0.43,,,t=-2.36 p=1.94e-02 q=4.44e-02 d=0.26,t=-6.79 p=0.00e+00 q=0.00e+00 d=0.58,,t=10.95 p=0.00e+00 q=0.00e+00 d=1.06,,,t=-2.42 p=1.66e-02 q=3.89e-02 d=0.24
suit vs bra,,,t=2.86 p=4.80e-03 q=1.35e-02 d=0.29,t=5.11 p=0.00e+00 q=0.00e+00 d=0.44,,t=2.48 p=1.40e-02 q=3.36e-02 d=0.24,t=-6.22 p=0.00e+00 q=0.00e+00 d=0.56,,t=7.09 p=0.00e+00 q=0.00e+00 d=0.80,,,t=-10.00 p=0.00e+00 q=0.00e+00 d=0.83
suit vs windsor,t=-5.87 p=0.00e+00 q=0.00e+00 d=0.43,t=-3.32 p=1.10e-03 q=3.70e-03 d=0.34,,t=-5.69 p=0.00e+00 q=0.00e+00 d=0.50,,,t=-4.15 p=1.00e-04 q=2.00e-04 d=0.27,,t=-3.31 p=1.10e-03 q=3.80e-03 d=0.14,,,t=7.76 p=0.00e+00 q=0.00e+00 d=1.00
suit vs desk,,t=2.52 p=1.27e-02 q=3.09e-02 d=0.22,,t=4.73 p=0.00e+00 q=0.00e+00 d=0.42,t=-5.01 p=0.00e+00 q=0.00e+00 d=0.59,,t=-3.68 p=3.00e-04 q=1.20e-03 d=0.34,,t=8.25 p=0.00e+00 q=0.00e+00 d=0.87,t=3.37 p=9.00e-04 q=3.20e-03 d=0.33,t=-3.98 p=1.00e-04 q=4.00e-04 d=0.33,t=-2.41 p=1.70e-02 q=3.97e-02 d=0.24
suit vs library,,,,t=2.53 p=1.23e-02 q=3.01e-02 d=0.23,t=-4.33 p=0.00e+00 q=1.00e-04 d=0.47,,,t=2.95 p=3.60e-03 q=1.04e-02 d=0.30,t=10.45 p=0.00e+00 q=0.00e+00 d=0.95,,t=6.23 p=0.00e+00 q=0.00e+00 d=0.56,
notePC vs sunscreen,t=2.36 p=1.94e-02 q=4.45e-02 d=0.02,,,,,,,t=-3.87 p=2.00e-04 q=6.00e-04 d=0.19,t=-4.43 p=0.00e+00 q=1.00e-04 d=0.41,,,t=-6.26 p=0.00e+00 q=0.00e+00 d=0.84
notePC vs wig,,t=-2.52 p=1.26e-02 q=3.07e-02 d=0.15,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.43,t=-4.99 p=0.00e+00 q=0.00e+00 d=0.32,,t=-2.93 p=3.90e-03 q=1.12e-02 d=0.29,,,,t=-5.59 p=0.00e+00 q=0.00e+00 d=0.62,t=-3.55 p=5.00e-04 q=1.80e-03 d=0.23,t=-9.69 p=0.00e+00 q=0.00e+00 d=0.61
notePC vs lipstick,t=-2.39 p=1.80e-02 q=4.18e-02 d=0.20,t=-5.38 p=0.00e+00 q=0.00e+00 d=0.38,,t=-6.67 p=0.00e+00 q=0.00e+00 d=0.59,,t=-3.82 p=2.00e-04 q=8.00e-04 d=0.36,t=-3.37 p=9.00e-04 q=3.20e-03 d=0.28,,t=7.14 p=0.00e+00 q=0.00e+00 d=0.60,t=-4.63 p=0.00e+00 q=0.00e+00 d=0.48,,t=-5.11 p=0.00e+00 q=0.00e+00 d=0.45
notePC vs bra,,,,,,t=2.33 p=2.07e-02 q=4.70e-02 d=0.13,t=-4.70 p=0.00e+00 q=0.00e+00 d=0.29,,,t=-5.49 p=0.00e+00 q=0.00e+00 d=0.56,,t=-16.29 p=0.00e+00 q=0.00e+00 d=1.04
notePC vs windsor,t=-4.54 p=0.00e+00 q=1.00e-04 d=0.48,t=-6.06 p=0.00e+00 q=0.00e+00 d=0.59,,t=-9.87 p=0.00e+00 q=0.00e+00 d=1.04,t=2.76 p=6.40e-03 q=1.73e-02 d=0.30,,,,t=-11.89 p=0.00e+00 q=0.00e+00 d=1.07,t=-6.15 p=0.00e+00 q=0.00e+00 d=0.61,t=-3.34 p=1.00e-03 q=3.40e-03 d=0.23,
notePC vs desk,,,t=-3.04 p=2.80e-03 q=8.30e-03 d=0.14,,t=-4.56 p=0.00e+00 q=1.00e-04 d=0.32,,,t=3.08 p=2.40e-03 q=7.40e-03 d=0.17,t=3.04 p=2.70e-03 q=8.30e-03 d=0.23,t=-3.74 p=2.00e-04 q=1.00e-03 d=0.21,t=-5.81 p=0.00e+00 q=0.00e+00 d=0.39,t=-5.05 p=0.00e+00 q=0.00e+00 d=0.52
notePC vs library,,,,t=-4.58 p=0.00e+00 q=0.00e+00 d=0.28,t=-2.39 p=1.80e-02 q=4.18e-02 d=0.22,,t=3.99 p=1.00e-04 q=4.00e-04 d=0.30,t=2.62 p=9.70e-03 q=2.46e-02 d=0.23,t=5.41 p=0.00e+00 q=0.00e+00 d=0.41,t=-4.98 p=0.00e+00 q=0.00e+00 d=0.46,t=3.75 p=2.00e-04 q=1.00e-03 d=0.36,t=-4.54 p=0.00e+00 q=1.00e-04 d=0.56
sunscreen vs wig,,t=-2.39 p=1.80e-02 q=4.18e-02 d=0.14,t=-3.91 p=1.00e-04 q=6.00e-04 d=0.39,t=-4.40 p=0.00e+00 q=1.00e-04 d=0.27,,,,t=4.10 p=1.00e-04 q=3.00e-04 d=0.34,t=5.58 p=0.00e+00 q=0.00e+00 d=0.50,t=-5.93 p=0.00e+00 q=0.00e+00 d=0.60,t=-2.84 p=5.00e-03 q=1.40e-02 d=0.27,
sunscreen vs lipstick,t=-2.71 p=7.50e-03 q=1.97e-02 d=0.22,t=-5.34 p=0.00e+00 q=0.00e+00 d=0.35,,t=-6.42 p=0.00e+00 q=0.00e+00 d=0.53,,t=-3.43 p=8.00e-04 q=2.70e-03 d=0.28,,,t=8.57 p=0.00e+00 q=0.00e+00 d=0.84,t=-5.75 p=0.00e+00 q=0.00e+00 d=0.45,,
sunscreen vs bra,,,,,,t=3.03 p=2.80e-03 q=8.40e-03 d=0.16,,t=5.73 p=0.00e+00 q=0.00e+00 d=0.26,t=6.36 p=0.00e+00 q=0.00e+00 d=0.47,t=-6.65 p=0.00e+00 q=0.00e+00 d=0.53,t=-2.41 p=1.69e-02 q=3.95e-02 d=0.21,t=-5.85 p=0.00e+00 q=0.00e+00 d=0.70
sunscreen vs windsor,t=-4.83 p=0.00e+00 q=0.00e+00 d=0.51,t=-6.18 p=0.00e+00 q=0.00e+00 d=0.54,,t=-9.10 p=0.00e+00 q=0.00e+00 d=0.97,,,,t=2.42 p=1.65e-02 q=3.86e-02 d=0.24,t=-6.32 p=0.00e+00 q=0.00e+00 d=0.69,t=-5.48 p=0.00e+00 q=0.00e+00 d=0.58,t=-4.41 p=0.00e+00 q=1.00e-04 d=0.35,t=10.44 p=0.00e+00 q=0.00e+00 d=1.24
sunscreen vs desk,t=-2.85 p=4.90e-03 q=1.38e-02 d=0.07,,,,t=-4.23 p=0.00e+00 q=2.00e-04 d=0.35,,,t=4.73 p=0.00e+00 q=0.00e+00 d=0.37,t=5.01 p=0.00e+00 q=0.00e+00 d=0.56,,t=-5.59 p=0.00e+00 q=0.00e+00 d=0.54,
sunscreen vs library,t=-2.56 p=1.14e-02 q=2.82e-02 d=0.08,,,t=-3.79 p=2.00e-04 q=9.00e-04 d=0.22,t=-2.58 p=1.07e-02 q=2.67e-02 d=0.25,,t=4.37 p=0.00e+00 q=1.00e-04 d=0.43,t=4.08 p=1.00e-04 q=3.00e-04 d=0.43,t=5.79 p=0.00e+00 q=0.00e+00 d=0.69,t=-4.26 p=0.00e+00 q=2.00e-04 d=0.42,t=6.55 p=0.00e+00 q=0.00e+00 d=0.53,
wig vs lipstick,t=-2.45 p=1.52e-02 q=3.59e-02 d=0.21,t=-3.48 p=6.00e-04 q=2.30e-03 d=0.24,t=5.92 p=0.00e+00 q=0.00e+00 d=0.58,t=-3.00 p=3.10e-03 q=9.20e-03 d=0.25,,,t=-3.60 p=4.00e-04 q=1.50e-03 d=0.28,t=-3.77 p=2.00e-04 q=9.00e-04 d=0.24,t=5.86 p=0.00e+00 q=0.00e+00 d=0.51,,t=2.34 p=2.05e-02 q=4.67e-02 d=0.21,
wig vs bra,,,t=4.57 p=0.00e+00 q=1.00e-04 d=0.44,t=4.07 p=1.00e-04 q=3.00e-04 d=0.26,,t=4.11 p=1.00e-04 q=3.00e-04 d=0.39,t=-3.58 p=4.00e-04 q=1.70e-03 d=0.29,,,,,t=-12.67 p=0.00e+00 q=0.00e+00 d=0.47
wig vs windsor,t=-4.68 p=0.00e+00 q=0.00e+00 d=0.49,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.44,,t=-6.04 p=0.00e+00 q=0.00e+00 d=0.69,,,,,t=-11.70 p=0.00e+00 q=0.00e+00 d=1.14,,,t=6.04 p=0.00e+00 q=0.00e+00 d=0.77
wig vs desk,,,t=3.10 p=2.20e-03 q=6.90e-03 d=0.30,t=3.51 p=6.00e-04 q=2.10e-03 d=0.23,t=-4.25 p=0.00e+00 q=2.00e-04 d=0.46,,,,,t=4.31 p=0.00e+00 q=1.00e-04 d=0.49,,
